date,wssStaPresMean,wssStaPresMinimum,wssStaPresMaximum,wssStaPresVariance,wssStaPresStdErMean,wssStaPresNumPts,staPresQF,wssCorPres,corPresQF
"2019-09-01",98.24671,98.02857,98.40860,0.00884,0.00101,8640.0,0,102.36445,0
"2019-09-02",97.68051,97.27852,98.03858,0.04967,0.00240,8640.0,0,101.74969,0
"2019-09-03",97.59490,97.36852,97.76855,0.00998,0.00107,8640.0,0,101.66610,0
"2019-09-04",97.34523,97.16851,97.45853,0.00776,0.00095,8640.0,0,101.37845,0
"2019-09-05",97.54928,97.29851,97.74855,0.01206,0.00118,8640.0,0,101.63682,0
"2019-09-06",97.08172,96.66847,97.50853,0.06790,0.00280,8640.0,0,101.17429,0
"2019-09-07",97.04981,96.77848,97.27852,0.01818,0.00148,8249.0,0,101.12555,0
"2019-09-08",97.56687,97.27852,97.72855,0.01436,0.00129,8640.0,0,101.66963,0
"2019-09-09",97.98834,97.70855,98.16858,0.01724,0.00141,8640.0,0,102.09190,0
"2019-09-10",98.31882,98.11858,98.49861,0.00852,0.00099,8640.0,0,102.42149,0
"2019-09-11",98.08276,97.74855,98.27859,0.02794,0.00180,8640.0,0,102.15040,0
"2019-09-12",97.78066,97.65854,97.89857,0.00464,0.00073,8640.0,0,101.81127,0
"2019-09-13",98.30154,97.81856,98.58861,0.04982,0.00240,8640.0,0,102.42142,0
"2019-09-14",98.26219,97.87856,98.54861,0.03783,0.00209,8640.0,0,102.40270,0
"2019-09-15",98.01382,97.78856,98.19858,0.01199,0.00118,8640.0,0,102.11467,0
"2019-09-16",97.64460,97.29851,97.83856,0.02729,0.00178,8640.0,0,101.71670,0
"2019-09-17",97.63145,97.36852,97.87856,0.02752,0.00201,6811.0,1,101.72427,1
"2019-09-18",98.07168,97.99857,98.13858,0.00141,0.00057,4320.0,1,102.21706,1
"2019-09-19",98.32729,98.09858,98.52861,0.01330,0.00124,8640.0,0,102.52460,0
"2019-09-20",98.26050,98.05857,98.40860,0.01065,0.00111,8640.0,0,102.44880,0
"2019-09-21",98.13199,97.91856,98.28859,0.01085,0.00112,8640.0,0,102.24402,0
"2019-09-22",97.91361,97.55854,98.09858,0.02913,0.00184,8640.0,0,101.98160,0
"2019-09-23",97.30582,96.95849,97.58854,0.03697,0.00207,8640.0,0,101.33705,0
"2019-09-24",97.12729,97.00849,97.33852,0.00728,0.00092,8640.0,0,101.21678,0
"2019-09-25",97.18268,96.91849,97.37852,0.01823,0.00145,8640.0,0,101.29552,0
"2019-09-26",96.89975,96.73847,97.10851,0.00750,0.00093,8640.0,0,100.95320,0
"2019-09-27",97.59695,97.10851,97.89857,0.03857,0.00211,8640.0,0,101.71571,0
"2019-09-28",97.68565,97.58854,97.78856,0.00212,0.00050,8640.0,0,101.77290,0
"2019-09-29",98.05749,97.69855,98.31860,0.02495,0.00170,8640.0,0,102.12770,0
"2019-09-30",98.13568,97.92857,98.28859,0.01064,0.00111,8640.0,0,102.25676,0
