"uid","namedLocation","domainID","siteID","plotID","setDate","collectDate","sortDate","sampleID","sampleCode","subsampleID","subsampleCode","totalWeight","subsampleWeight","bycatchWeight","sampleCondition","remarks","sortedBy","laboratoryName"
"7c2bae54-4525-467a-98af-6c9039362ef9","HARV_077.mosquitoPoint.mos","D01","HARV","HARV_077","2017-08-08T21:47Z","2017-08-09T11:22Z","2017-09-17","HARV_077.20170809.0722",NA,"HARV_077.20170809.0722.S.01",NA,0.34,0.34,0,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"27c12541-d456-4d58-8272-a59609872980","HARV_078.mosquitoPoint.mos","D01","HARV","HARV_078","2017-08-08T21:55Z","2017-08-09T11:32Z","2017-09-17","HARV_078.20170809.0732",NA,"HARV_078.20170809.0732.S.01",NA,2.206,0.5,0,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"b1222b95-5c9a-49f8-8ceb-81eef89fabed","HARV_080.mosquitoPoint.mos","D01","HARV","HARV_080","2017-08-08T22:04Z","2017-08-09T11:41Z","2017-09-17","HARV_080.20170809.0741",NA,"HARV_080.20170809.0741.S.01",NA,0.14,0.14,0.004,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"fe4435c0-5725-4293-be5e-58b1892036ff","HARV_076.mosquitoPoint.mos","D01","HARV","HARV_076","2017-08-08T22:15Z","2017-08-09T11:48Z","2017-09-17","HARV_076.20170809.0748",NA,"HARV_076.20170809.0748.S.01",NA,0.095,0.095,0,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"f9dec4b6-0000-4e70-af1a-359c52dfde43","HARV_081.mosquitoPoint.mos","D01","HARV","HARV_081","2017-08-08T22:25Z","2017-08-09T11:59Z","2017-09-17","HARV_081.20170809.0759",NA,"HARV_081.20170809.0759.S.01",NA,0.099,0.099,0.006,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"bbff2310-00c2-48a5-814c-2ffec27fa7ee","HARV_079.mosquitoPoint.mos","D01","HARV","HARV_079","2017-08-08T22:39Z","2017-08-09T12:10Z","2017-09-17","HARV_079.20170809.0810",NA,"HARV_079.20170809.0810.S.01",NA,0.112,0.112,0.006,"No known compromise","ice in sample","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"f73bab49-d03c-450c-9738-105a292fcbcb","HARV_075.mosquitoPoint.mos","D01","HARV","HARV_075","2017-08-08T22:47Z","2017-08-09T12:17Z","2017-09-17","HARV_075.20170809.0817",NA,"HARV_075.20170809.0817.S.01",NA,0.06,0.06,0.007,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"ef0b8e88-5548-459e-9b41-d4afc339722c","HARV_073.mosquitoPoint.mos","D01","HARV","HARV_073","2017-08-08T23:08Z","2017-08-09T12:37Z","2017-09-17","HARV_073.20170809.0837",NA,"HARV_073.20170809.0837.S.01",NA,0.49,0.49,0.004,"No known compromise","ice in sample","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"97843cd6-e8a8-44a9-b2bb-122524ce4d8a","HARV_082.mosquitoPoint.mos","D01","HARV","HARV_082","2017-08-09T10:53Z","2017-08-09T21:10Z","2017-09-18","HARV_082.20170809.1710",NA,"HARV_082.20170809.1710.S.01",NA,0.04,0.04,0,"No known compromise","ice in sample","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"5775b4db-0a99-4507-bcea-3a19b31ebf8c","HARV_074.mosquitoPoint.mos","D01","HARV","HARV_074","2017-08-09T11:13Z","2017-08-09T21:28Z","2017-09-18","HARV_074.20170809.1728",NA,"HARV_074.20170809.1728.S.01",NA,0.09,0.09,0.008,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"c6f4e710-1481-4676-b7d4-e860d11e4b72","HARV_077.mosquitoPoint.mos","D01","HARV","HARV_077","2017-08-09T11:23Z","2017-08-09T21:37Z","2017-09-18","HARV_077.20170809.1737",NA,"HARV_077.20170809.1737.S.01",NA,0.098,0.098,0,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"14cffc5b-e523-413b-965f-7239fe2285c1","HARV_078.mosquitoPoint.mos","D01","HARV","HARV_078","2017-08-09T11:33Z","2017-08-09T21:44Z","2017-09-18","HARV_078.20170809.1744",NA,"HARV_078.20170809.1744.S.01",NA,0.31,0.31,0,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"a6449356-98d5-47a3-a5d9-aa2fa8976254","HARV_080.mosquitoPoint.mos","D01","HARV","HARV_080","2017-08-09T11:40Z","2017-08-09T21:51Z","2017-09-18","HARV_080.20170809.1751",NA,"HARV_080.20170809.1751.S.01",NA,0.022,0.022,0.004,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"ae10a915-f620-4b40-8a5e-f2abbd13f688","HARV_076.mosquitoPoint.mos","D01","HARV","HARV_076","2017-08-09T11:50Z","2017-08-09T21:58Z","2017-09-18","HARV_076.20170809.1758",NA,"HARV_076.20170809.1758.S.01",NA,0.005,0.005,0,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"96184fb1-9a89-4b46-a253-e4a23c96a403","HARV_081.mosquitoPoint.mos","D01","HARV","HARV_081","2017-08-09T12:00Z","2017-08-09T22:07Z","2017-09-18","HARV_081.20170809.1807",NA,"HARV_081.20170809.1807.S.01",NA,0.011,0.011,0,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"196027f1-f0d8-435f-a3b0-81650481b469","HARV_079.mosquitoPoint.mos","D01","HARV","HARV_079","2017-08-09T12:12Z","2017-08-09T22:18Z","2017-09-18","HARV_079.20170809.1818",NA,"HARV_079.20170809.1818.S.01",NA,0.06,0.06,0.004,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"087ff410-bee4-4991-b8b0-01f66d016dba","HARV_075.mosquitoPoint.mos","D01","HARV","HARV_075","2017-08-09T12:19Z","2017-08-09T22:23Z","2017-09-18","HARV_075.20170809.1823",NA,"HARV_075.20170809.1823.S.01",NA,0.005,0.005,0.002,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"2b818478-eba6-4158-b723-c84b5b3d0a40","HARV_073.mosquitoPoint.mos","D01","HARV","HARV_073","2017-08-09T12:39Z","2017-08-09T22:40Z","2017-09-18","HARV_073.20170809.1840",NA,"HARV_073.20170809.1840.S.01",NA,0.029,0.029,0,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"aed2811b-3e88-46a4-af72-3d1aeebc05b5","HARV_082.mosquitoPoint.mos","D01","HARV","HARV_082","2017-08-09T21:10Z","2017-08-10T10:29Z","2017-09-17","HARV_082.20170810.0629",NA,"HARV_082.20170810.0629.S.01",NA,0.205,0.205,0,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"e963cf59-eac5-4956-95d9-f5b7a9a74d7c","HARV_074.mosquitoPoint.mos","D01","HARV","HARV_074","2017-08-09T21:28Z","2017-08-10T10:43Z","2017-09-17","HARV_074.20170810.0643",NA,"HARV_074.20170810.0643.S.01",NA,0.379,0.379,0.004,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"b46b215d-021a-41fd-921b-af6ea94ca5c3","HARV_077.mosquitoPoint.mos","D01","HARV","HARV_077","2017-08-09T21:37Z","2017-08-10T10:51Z","2017-09-17","HARV_077.20170810.0651",NA,"HARV_077.20170810.0651.S.01",NA,0.658,0.5,0,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"6eaf9626-798b-4eea-b7b4-5d824e13a156","HARV_078.mosquitoPoint.mos","D01","HARV","HARV_078","2017-08-09T21:44Z","2017-08-10T10:58Z","2017-09-17","HARV_078.20170810.0658",NA,"HARV_078.20170810.0658.S.01",NA,2.85,0.5,0,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"c869dc3d-fa92-4bf0-b0d1-ce0692cef2a5","HARV_080.mosquitoPoint.mos","D01","HARV","HARV_080","2017-08-09T21:51Z","2017-08-10T11:06Z","2017-09-17","HARV_080.20170810.0706",NA,"HARV_080.20170810.0706.S.01",NA,0.105,0.105,0.001,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"5e038fb7-cdd1-4b7f-a19a-a62a77683bc8","HARV_076.mosquitoPoint.mos","D01","HARV","HARV_076","2017-08-09T21:58Z","2017-08-10T11:13Z","2017-09-17","HARV_076.20170810.0713",NA,"HARV_076.20170810.0713.S.01",NA,0.171,0.171,0,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"5a205abb-18ef-4f03-998e-a520e390dc6f","HARV_081.mosquitoPoint.mos","D01","HARV","HARV_081","2017-08-09T22:07Z","2017-08-10T11:19Z","2017-09-17","HARV_081.20170810.0719",NA,"HARV_081.20170810.0719.S.01",NA,0.18,0.18,0.004,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"480459b9-7f0e-41fb-8b0e-5dbe3c9836a5","HARV_079.mosquitoPoint.mos","D01","HARV","HARV_079","2017-08-09T22:18Z","2017-08-10T11:30Z","2017-09-17","HARV_079.20170810.0730",NA,"HARV_079.20170810.0730.S.01",NA,0.07,0.07,0.004,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"4f824838-6507-498b-90be-8812ecbdf962","HARV_075.mosquitoPoint.mos","D01","HARV","HARV_075","2017-08-09T22:23Z","2017-08-10T11:38Z","2017-09-17","HARV_075.20170810.0738",NA,"HARV_075.20170810.0738.S.01",NA,0.059,0.059,0.001,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"298f5850-4f8c-497e-ad84-746d7a9736b4","HARV_073.mosquitoPoint.mos","D01","HARV","HARV_073","2017-08-09T22:40Z","2017-08-10T12:16Z","2017-09-17","HARV_073.20170810.0816",NA,"HARV_073.20170810.0816.S.01",NA,0.432,0.432,0.002,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"63a95684-c783-4bc5-a876-5e06fedb863e","HARV_073.mosquitoPoint.mos","D01","HARV","HARV_073","2017-08-22T21:34Z","2017-08-23T13:03Z","2017-09-18","HARV_073.20170823.0903",NA,"HARV_073.20170823.0903.S.01",NA,0.027,0.027,0.001,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"c8830ea2-38df-461d-9123-4b8853188869","HARV_075.mosquitoPoint.mos","D01","HARV","HARV_075","2017-08-22T21:48Z","2017-08-23T12:35Z","2017-09-18","HARV_075.20170823.0835",NA,"HARV_075.20170823.0835.S.01",NA,0.079,0.079,0.004,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"1778448e-617c-4535-958b-8e41ffc9d7f6","HARV_079.mosquitoPoint.mos","D01","HARV","HARV_079","2017-08-22T21:54Z","2017-08-23T12:29Z","2017-09-18","HARV_079.20170823.0829",NA,"HARV_079.20170823.0829.S.01",NA,0.172,0.172,0.002,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"6e975f74-24c3-41c7-96a9-458dc0ce148a","HARV_076.mosquitoPoint.mos","D01","HARV","HARV_076","2017-08-22T22:01Z","2017-08-23T12:10Z","2017-09-18","HARV_076.20170823.0810",NA,"HARV_076.20170823.0810.S.01",NA,0.06,0.06,0.005,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"2aca6f48-8358-4b6b-bf04-954e427c03bd","HARV_081.mosquitoPoint.mos","D01","HARV","HARV_081","2017-08-22T22:06Z","2017-08-23T12:18Z","2017-09-18","HARV_081.20170823.0818",NA,"HARV_081.20170823.0818.S.01",NA,0.014,0.014,0,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"7fb48f4b-b7b2-44f0-ab3e-1dc42d85fb6b","HARV_080.mosquitoPoint.mos","D01","HARV","HARV_080","2017-08-22T22:17Z","2017-08-23T12:02Z","2017-09-18","HARV_080.20170823.0802",NA,"HARV_080.20170823.0802.S.01",NA,0.055,0.055,0.002,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"201a9f66-a8ef-472f-809e-a4fa4acad361","HARV_077.mosquitoPoint.mos","D01","HARV","HARV_077","2017-08-22T22:30Z","2017-08-23T11:41Z","2017-09-18","HARV_077.20170823.0741",NA,"HARV_077.20170823.0741.S.01",NA,0.07,0.07,0.002,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"331f2472-bad2-4508-84fc-bfb0691a686c","HARV_074.mosquitoPoint.mos","D01","HARV","HARV_074","2017-08-22T22:45Z","2017-08-23T11:33Z","2017-09-18","HARV_074.20170823.0733",NA,"HARV_074.20170823.0733.S.01",NA,0.199,0.199,0.007,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"7c7ab547-c638-4723-9524-8daee0628d24","HARV_078.mosquitoPoint.mos","D01","HARV","HARV_078","2017-08-22T23:03Z","2017-08-23T11:52Z","2017-09-18","HARV_078.20170823.0752",NA,"HARV_078.20170823.0752.S.01",NA,0.097,0.097,0.003,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"5332e671-b1ae-48aa-8792-7ed6a5909cac","HARV_082.mosquitoPoint.mos","D01","HARV","HARV_082","2017-08-22T23:04Z","2017-08-23T11:09Z","2017-09-18","HARV_082.20170823.0709",NA,"HARV_082.20170823.0709.S.01",NA,0.376,0.376,0.002,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"08a24364-15b1-491f-ab20-cbe2b921a4df","HARV_082.mosquitoPoint.mos","D01","HARV","HARV_082","2017-08-23T11:10Z","2017-08-23T20:27Z","2017-09-18","HARV_082.20170823.1627",NA,"HARV_082.20170823.1627.S.01",NA,0.011,0.011,0.001,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"e061ce70-5287-4aa7-b2c8-a076c946806e","HARV_074.mosquitoPoint.mos","D01","HARV","HARV_074","2017-08-23T11:34Z","2017-08-23T20:50Z","2017-09-18","HARV_074.20170823.1650",NA,"HARV_074.20170823.1650.S.01",NA,0.01,0.01,0.001,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"7cd2eebc-504a-429a-ae2d-2e980c272f4b","HARV_077.mosquitoPoint.mos","D01","HARV","HARV_077","2017-08-23T11:41Z","2017-08-23T21:07Z","2017-09-18","HARV_077.20170823.1707",NA,"HARV_077.20170823.1707.S.01",NA,0.008,0.008,0.001,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"a933852d-7ced-4b66-a5b0-dac8f70a0960","HARV_078.mosquitoPoint.mos","D01","HARV","HARV_078","2017-08-23T11:54Z","2017-08-23T21:18Z","2017-09-18","HARV_078.20170823.1718",NA,"HARV_078.20170823.1718.S.01",NA,0.008,0.008,0,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"c2dfc362-2799-473c-bff8-2b952d594cce","HARV_080.mosquitoPoint.mos","D01","HARV","HARV_080","2017-08-23T12:02Z","2017-08-23T21:37Z","2017-09-18","HARV_080.20170823.1737",NA,"HARV_080.20170823.1737.S.01",NA,0.007,0.007,0,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"f4196764-9b04-4c08-a702-d18e83a9114d","HARV_076.mosquitoPoint.mos","D01","HARV","HARV_076","2017-08-23T12:11Z","2017-08-23T21:44Z","2017-09-18","HARV_076.20170823.1744",NA,"HARV_076.20170823.1744.S.01",NA,0.005,0.005,0,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"e54f4a42-ea83-4d4c-af17-2b57eb7a5b9d","HARV_079.mosquitoPoint.mos","D01","HARV","HARV_079","2017-08-23T12:30Z","2017-08-23T22:08Z","2017-09-18","HARV_079.20170823.1808",NA,"HARV_079.20170823.1808.S.01",NA,0.042,0.042,0,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"4abab204-8b2c-4eaf-8c7d-7d7eca45a975","HARV_075.mosquitoPoint.mos","D01","HARV","HARV_075","2017-08-23T12:37Z","2017-08-23T22:16Z","2017-09-18","HARV_075.20170823.1816",NA,"HARV_075.20170823.1816.S.01",NA,0.009,0.009,0.003,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"e8115169-59ee-4022-910f-314c4813d5db","HARV_073.mosquitoPoint.mos","D01","HARV","HARV_073","2017-08-23T13:04Z","2017-08-23T22:37Z","2017-09-18","HARV_073.20170823.1837",NA,"HARV_073.20170823.1837.S.01",NA,0.008,0.008,0.001,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"7892de23-db27-44d7-b815-76236991a3d4","HARV_082.mosquitoPoint.mos","D01","HARV","HARV_082","2017-08-23T20:28Z","2017-08-24T11:02Z","2017-09-18","HARV_082.20170824.0702",NA,"HARV_082.20170824.0702.S.01",NA,0.01,0.01,0.003,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"b9e41460-fcd1-4465-8214-587e36519134","HARV_074.mosquitoPoint.mos","D01","HARV","HARV_074","2017-08-23T20:50Z","2017-08-24T11:24Z","2017-09-18","HARV_074.20170824.0724",NA,"HARV_074.20170824.0724.S.01",NA,0.045,0.045,0,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"7ee09818-3761-40b0-a5fd-27ebf92048aa","HARV_077.mosquitoPoint.mos","D01","HARV","HARV_077","2017-08-23T21:08Z","2017-08-24T11:31Z","2017-09-18","HARV_077.20170824.0731",NA,"HARV_077.20170824.0731.S.01",NA,0.109,0.109,0,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"6128e4aa-2535-4628-a05e-55869eaf6664","HARV_078.mosquitoPoint.mos","D01","HARV","HARV_078","2017-08-23T21:19Z","2017-08-24T11:38Z","2017-09-18","HARV_078.20170824.0738",NA,"HARV_078.20170824.0738.S.01",NA,0.103,0.103,0,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"1f4fc45d-4a3b-44f1-9a13-896dce182a3c","HARV_080.mosquitoPoint.mos","D01","HARV","HARV_080","2017-08-23T21:38Z","2017-08-24T11:47Z","2017-09-18","HARV_080.20170824.0747",NA,"HARV_080.20170824.0747.S.01",NA,0.015,0.015,0,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"ebeef504-49ad-4d81-a169-1e8da0d55c06","HARV_076.mosquitoPoint.mos","D01","HARV","HARV_076","2017-08-23T21:45Z","2017-08-24T11:53Z","2017-09-18","HARV_076.20170824.0753",NA,"HARV_076.20170824.0753.S.01",NA,0.045,0.045,0.004,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"48e0d0af-bc28-4196-8f44-9a7de48c4fd2","HARV_081.mosquitoPoint.mos","D01","HARV","HARV_081","2017-08-23T21:58Z","2017-08-24T11:59Z","2017-09-18","HARV_081.20170824.0759",NA,"HARV_081.20170824.0759.S.01",NA,0.04,0.04,0,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"83d41b79-d73d-42fc-bcd2-f346d16971a9","HARV_079.mosquitoPoint.mos","D01","HARV","HARV_079","2017-08-23T22:09Z","2017-08-24T12:10Z","2017-09-18","HARV_079.20170824.0810",NA,"HARV_079.20170824.0810.S.01",NA,0.042,0.042,0.002,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"6d902a4b-61cb-463c-b349-e19540dd591c","HARV_075.mosquitoPoint.mos","D01","HARV","HARV_075","2017-08-23T22:16Z","2017-08-24T12:14Z","2017-09-18","HARV_075.20170824.0814",NA,"HARV_075.20170824.0814.S.01",NA,0.026,0.026,0.002,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"cd60a83d-8ed2-4428-9069-d8bcd12986db","HARV_073.mosquitoPoint.mos","D01","HARV","HARV_073","2017-08-23T22:23Z","2017-08-24T12:34Z","2017-09-18","HARV_073.20170824.0834",NA,"HARV_073.20170824.0834.S.01",NA,0.022,0.022,0.005,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"551ee303-1869-42b7-a635-a1ac6a0f96d9","HARV_082.mosquitoPoint.mos","D01","HARV","HARV_082","2017-09-05T20:15Z","2017-09-06T11:16Z","2017-10-11","HARV_082.20170906.0716","D00000000209","HARV_082.20170906.0716.S.01",NA,0.02,0.02,0.001,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"ef5a78da-8a5b-41d9-b35c-df1747a46680","HARV_074.mosquitoPoint.mos","D01","HARV","HARV_074","2017-09-05T20:27Z","2017-09-06T11:35Z","2017-10-11","HARV_074.20170906.0735","D00000000208","HARV_074.20170906.0735.S.01",NA,0.061,0.061,0,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"72d6a014-988f-4886-9e98-337da8a28108","HARV_077.mosquitoPoint.mos","D01","HARV","HARV_077","2017-09-05T20:34Z","2017-09-06T11:45Z","2017-10-11","HARV_077.20170906.0745","D00000000203","HARV_077.20170906.0745.S.01",NA,0.765,0.5,0,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"51f0ca28-e743-4ba5-a3c7-053311d6a698","HARV_078.mosquitoPoint.mos","D01","HARV","HARV_078","2017-09-05T20:42Z","2017-09-06T11:54Z","2017-10-11","HARV_078.20170906.0754","D00000000202","HARV_078.20170906.0754.S.01",NA,0.078,0.078,0.001,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"220dc464-a9f2-4a62-9da5-8668040a2140","HARV_080.mosquitoPoint.mos","D01","HARV","HARV_080","2017-09-05T20:51Z","2017-09-06T12:05Z","2017-10-11","HARV_080.20170906.0805","D00000000206","HARV_080.20170906.0805.S.01",NA,0.004,0.004,0,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"4780abdc-d2ba-42a4-ad35-3b88b91d34df","HARV_076.mosquitoPoint.mos","D01","HARV","HARV_076","2017-09-05T20:58Z","2017-09-06T12:12Z","2017-10-11","HARV_076.20170906.0812","D00000000204","HARV_076.20170906.0812.S.01",NA,0.049,0.049,0.003,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"c398f2a4-9063-428c-84a4-c7ee3ff9e502","HARV_081.mosquitoPoint.mos","D01","HARV","HARV_081","2017-09-05T21:05Z","2017-09-06T12:20Z","2017-10-11","HARV_081.20170906.0820","D00000000205","HARV_081.20170906.0820.S.01",NA,0.038,0.038,0.002,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"3ba471de-322e-4809-bdcf-afde68d74c96","HARV_079.mosquitoPoint.mos","D01","HARV","HARV_079","2017-09-05T21:15Z","2017-09-06T12:32Z","2017-10-11","HARV_079.20170906.0832","D00000000207","HARV_079.20170906.0832.S.01",NA,0.045,0.045,0.006,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"2fa85c17-a7e7-49c7-a928-833f19e580ac","HARV_075.mosquitoPoint.mos","D01","HARV","HARV_075","2017-09-05T21:20Z","2017-09-06T12:38Z","2017-10-11","HARV_075.20170906.0838","D00000000201","HARV_075.20170906.0838.S.01",NA,0.04,0.04,0.008,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"c375a5b9-3b70-42c9-9462-ccd76948a24f","HARV_073.mosquitoPoint.mos","D01","HARV","HARV_073","2017-09-05T21:39Z","2017-09-06T12:58Z","2017-10-11","HARV_073.20170906.0858","D00000000210","HARV_073.20170906.0858.S.01",NA,0.03,0.03,0.001,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"72862092-6290-4fc0-9c8e-b71581031ed7","HARV_082.mosquitoPoint.mos","D01","HARV","HARV_082","2017-09-06T11:16Z","2017-09-06T19:41Z","2017-10-11","HARV_082.20170906.1541","D00000000200","HARV_082.20170906.1541.S.01",NA,0.006,0.006,0,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"0b8094b5-3b2b-4edb-9bca-2bc09bc02371","HARV_074.mosquitoPoint.mos","D01","HARV","HARV_074","2017-09-06T11:35Z","2017-09-06T19:58Z","2017-10-11","HARV_074.20170906.1558","D00000000195","HARV_074.20170906.1558.S.01",NA,0.006,0.006,0,"No known compromise","","IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
