"uid","namedLocation","domainID","siteID","startCollectDate","endCollectDate","archiveID","archiveIDCode","archiveVialIDList","archiveSampleCode","archivedCount","archiveMedium","archiveFacilityID","deprecatedVialID"
"88f3430c-ed5b-4d63-8136-f6320d167f75","BLAN","D02","BLAN","2017-09-11T21:57Z","2017-09-13T14:04Z","BLAN.2017.37.ANOPUN.F.A",NA,"BLAN.2017.37.ANOPUN.F.A.01",NA,4,"Frozen -80C",NA,NA
"4f807005-4a14-4b87-90a8-cb5c76438420","BLAN","D02","BLAN","2017-09-11T22:03Z","2017-09-13T13:56Z","BLAN.2017.37.AEDTRI.F.A",NA,"BLAN.2017.37.AEDTRI.F.A.01",NA,8,"Frozen -80C",NA,NA
"24fff7b0-5749-472e-83d0-a0eb3fe18c75","BLAN","D02","BLAN","2017-09-11T22:03Z","2017-09-13T14:04Z","BLAN.2017.37.CULSAL.F.A",NA,"BLAN.2017.37.CULSAL.F.A.01",NA,5,"Frozen -80C",NA,NA
"32068965-548d-4d49-937e-0248d0b175c0","BLAN","D02","BLAN","2017-09-11T22:30Z","2017-09-13T13:56Z","BLAN.2017.37.CULSPP3.F.A",NA,"BLAN.2017.37.CULSPP3.F.A.01",NA,3,"Frozen -80C",NA,NA
"aedb0f27-d4b2-4a66-ae82-5cf30e1bf45c","BLAN","D02","BLAN","2017-09-11T22:36Z","2017-09-13T13:56Z","BLAN.2017.37.AEDVEX.F.A",NA,"BLAN.2017.37.AEDVEX.F.A.01",NA,9,"Frozen -80C",NA,NA
"1f7f2762-11bb-4db6-9cb4-3a2b7db185ed","BLAN","D02","BLAN","2017-09-11T22:41Z","2017-09-13T13:56Z","BLAN.2017.37.CULERR.F.A",NA,"BLAN.2017.37.CULERR.F.A.01",NA,10,"Frozen -80C",NA,NA
"8fc43a11-f9a2-4e58-af6f-f035111d1c16","BLAN","D02","BLAN","2017-09-12T13:01Z","2017-09-13T14:10Z","BLAN.2017.37.AEDTRI1.F.A",NA,"BLAN.2017.37.AEDTRI1.F.A.01",NA,16,"Frozen -80C",NA,NA
"a3a26351-2a5f-481f-acff-79d6292a3e95","BLAN_027.mosquitoPoint.mos","D02","BLAN","2017-09-12T19:39Z","2017-09-13T13:06Z","BLAN.2017.37.AEDALB.F.A",NA,"BLAN.2017.37.AEDALB.F.A.01",NA,1,"Frozen -80C",NA,NA
"3e3e6e31-43e2-46a3-ae63-ae499c3095d8","BLAN","D02","BLAN","2017-09-12T19:49Z","2017-09-13T13:45Z","BLAN.2017.37.ANOQUA.F.A",NA,"BLAN.2017.37.ANOQUA.F.A.01",NA,2,"Frozen -80C",NA,NA
"1570898f-de81-4875-ace9-5b39216196ef","BLAN_029.mosquitoPoint.mos","D02","BLAN","2017-09-12T20:14Z","2017-09-13T13:52Z","BLAN.2017.37.AEDSPP.F.A",NA,"BLAN.2017.37.AEDSPP.F.A.01",NA,1,"Frozen -80C",NA,NA
