"uid","namedLocation","domainID","siteID","startCollectDate","endCollectDate","testingID","testingVialID","poolSize","dataQF"
"85ec4d83-ccb5-4038-bf4c-bf450f1498eb","HARV","D01","HARV","2017-05-30T21:28Z","2017-06-01T12:13Z","HARV.2017.22.AEDPUN.F.T","HARV.2017.22.AEDPUN.F.T.09",48,NA
"60462400-b9b3-440b-adcc-6e817ffc1b80","HARV","D01","HARV","2017-05-30T21:28Z","2017-06-01T12:13Z","HARV.2017.22.AEDEXC.F.T","HARV.2017.22.AEDEXC.F.T.01",36,NA
"f0df8b22-3100-48fc-a8a3-3b70e18b5731","HARV","D01","HARV","2017-05-30T21:28Z","2017-06-01T12:13Z","HARV.2017.22.AEDPUN.F.T","HARV.2017.22.AEDPUN.F.T.03",48,NA
"ba878a36-0eaf-4c6e-95cc-6c52300246e3","HARV","D01","HARV","2017-05-30T21:28Z","2017-06-01T12:13Z","HARV.2017.22.AEDPUN.F.T","HARV.2017.22.AEDPUN.F.T.07",48,NA
"281568a7-7954-44ad-9d38-46daf0b8796e","HARV","D01","HARV","2017-05-30T21:28Z","2017-06-01T12:13Z","HARV.2017.22.AEDPUN.F.T","HARV.2017.22.AEDPUN.F.T.04",48,NA
"74a2802c-22c9-490b-a6c8-dff51adf46ff","HARV","D01","HARV","2017-05-30T21:28Z","2017-06-01T12:13Z","HARV.2017.22.AEDPUN.F.T","HARV.2017.22.AEDPUN.F.T.05",48,NA
"d29f1ab1-0aa8-42d6-86fa-73dfa53bfd1e","HARV","D01","HARV","2017-05-30T21:28Z","2017-06-01T12:13Z","HARV.2017.22.AEDPUN.F.T","HARV.2017.22.AEDPUN.F.T.17",48,NA
"246a8d68-b22e-46c8-9c23-39cc84c56e3e","HARV","D01","HARV","2017-05-30T21:28Z","2017-06-01T12:13Z","HARV.2017.22.AEDINT.F.T","HARV.2017.22.AEDINT.F.T.03",47,NA
"b1bec4c4-1af0-48a1-a73b-4c225534db36","HARV","D01","HARV","2017-05-30T21:28Z","2017-06-01T12:13Z","HARV.2017.22.AEDINT.F.T","HARV.2017.22.AEDINT.F.T.01",47,NA
"caf3190d-8703-4187-a93f-2cf360f9c784","HARV","D01","HARV","2017-05-30T21:28Z","2017-06-01T12:13Z","HARV.2017.22.AEDPUN.F.T","HARV.2017.22.AEDPUN.F.T.12",48,NA
"296bbad4-2761-48aa-8bbf-c8d721cfd470","HARV","D01","HARV","2017-05-30T21:28Z","2017-06-01T12:13Z","HARV.2017.22.AEDPUN.F.T","HARV.2017.22.AEDPUN.F.T.13",48,NA
"88d2acc0-ef86-4e91-b9eb-5291dcf9bc96","HARV","D01","HARV","2017-05-30T21:28Z","2017-06-01T12:13Z","HARV.2017.22.AEDPUN.F.T","HARV.2017.22.AEDPUN.F.T.14",48,NA
"be3022d1-20ad-4b07-9379-cd511ad4f08b","HARV","D01","HARV","2017-05-30T21:28Z","2017-06-01T12:13Z","HARV.2017.22.AEDPUN.F.T","HARV.2017.22.AEDPUN.F.T.10",48,NA
"5990bb38-8667-45ab-a527-1a375a0cc308","HARV","D01","HARV","2017-05-30T21:28Z","2017-06-01T12:13Z","HARV.2017.22.AEDPUN.F.T","HARV.2017.22.AEDPUN.F.T.06",48,NA
"d729ffb9-abf7-44d8-baf0-9fed14055402","HARV","D01","HARV","2017-05-30T21:28Z","2017-06-01T12:13Z","HARV.2017.22.AEDPUN.F.T","HARV.2017.22.AEDPUN.F.T.02",48,NA
"c462cc6a-47e0-4746-8d45-41e25f07a15a","HARV","D01","HARV","2017-05-30T21:33Z","2017-06-01T12:13Z","HARV.2017.22.AEDCAN3.F.T","HARV.2017.22.AEDCAN3.F.T.01",35,NA
"366f822a-8bb3-4354-88ec-303d544eec4c","HARV","D01","HARV","2017-05-30T21:33Z","2017-06-01T12:13Z","HARV.2017.22.AEDCAN3.F.T","HARV.2017.22.AEDCAN3.F.T.02",34,NA
"e8928c89-651a-43d9-9274-cc012d2c634b","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:34Z","HARV.2017.24.AEDINT.F.T","HARV.2017.24.AEDINT.F.T.01",27,NA
"b6bea597-a275-48ab-a47f-0b90bdd21c48","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDCAN3.F.T","HARV.2017.24.AEDCAN3.F.T.03",48,NA
"8b0353dc-0dcd-425c-9c49-a30d54c10bcf","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDPUN.F.T","HARV.2017.24.AEDPUN.F.T.12",47,NA
"cfc55379-4a8c-4cd4-ad57-d9b211f9a466","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDPUN.F.T","HARV.2017.24.AEDPUN.F.T.03",48,NA
"a6867462-1eea-42cf-9360-0ea2d6eacee7","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDPUN.F.T","HARV.2017.24.AEDPUN.F.T.10",47,NA
"63f42ee7-5f18-42cd-af1a-e96ae9a64937","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDPUN.F.T","HARV.2017.24.AEDPUN.F.T.11",47,NA
"99f257aa-0c29-4d32-bf33-d6632f5b9fdf","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDCAN3.F.T","HARV.2017.24.AEDCAN3.F.T.10",48,NA
"bee53d72-85ba-4c87-bc91-eeadf0ff6cf7","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDCAN3.F.T","HARV.2017.24.AEDCAN3.F.T.19",47,NA
"3310a03c-10d3-4395-93b2-7e2b22310226","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDPUN.F.T","HARV.2017.24.AEDPUN.F.T.09",47,NA
"e7fa9cab-bc68-492c-9050-b26cb045318e","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDEXC.F.T","HARV.2017.24.AEDEXC.F.T.01",47,NA
"307b2118-0a0d-4c50-9f83-1f0027f198e3","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDCAN3.F.T","HARV.2017.24.AEDCAN3.F.T.06",48,NA
"50d78fe0-5d37-4725-aa78-2993b61c99c2","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDCAN3.F.T","HARV.2017.24.AEDCAN3.F.T.15",47,NA
"8bd191b9-53e4-4036-9f4f-5bc49a3a5580","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDEXC.F.T","HARV.2017.24.AEDEXC.F.T.03",46,NA
"6141c7b0-0c3d-4fe9-8360-bb054e301b26","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDCAN3.F.T","HARV.2017.24.AEDCAN3.F.T.07",48,NA
"245a1c18-5a86-4b83-b3e8-9be4aa903332","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDCAN3.F.T","HARV.2017.24.AEDCAN3.F.T.17",47,NA
"59d8f471-52fd-4ed6-b129-ceb7c0760aeb","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDCAN3.F.T","HARV.2017.24.AEDCAN3.F.T.02",48,NA
"a72f5f95-6486-4214-94b4-70c59a80e957","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDPUN.F.T","HARV.2017.24.AEDPUN.F.T.13",47,NA
"f080f3b4-a910-4163-aa73-13dce5871c8d","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDPUN.F.T","HARV.2017.24.AEDPUN.F.T.06",47,NA
"d4ccb86f-d8e9-4cd3-9a15-b117ae36caab","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDPUN.F.T","HARV.2017.24.AEDPUN.F.T.04",47,NA
"039b61a0-fc5f-4363-b482-c6a45cb7d476","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDEXC.F.T","HARV.2017.24.AEDEXC.F.T.05",46,NA
"5648b45b-79e2-499e-99ee-fcb531aed8ee","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDEXC.F.T","HARV.2017.24.AEDEXC.F.T.04",46,NA
"76ef0220-44dd-4faf-9fb3-2696439df98b","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDCAN3.F.T","HARV.2017.24.AEDCAN3.F.T.20",47,NA
"1fd06138-0747-40d7-8397-1c19d69bdabc","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDCAN3.F.T","HARV.2017.24.AEDCAN3.F.T.14",47,NA
"b49c13c3-3b54-400a-8265-0966b67c693d","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDPUN.F.T","HARV.2017.24.AEDPUN.F.T.05",47,NA
"ac8e677b-22e3-4c66-be3e-222d9394b60c","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDCAN3.F.T","HARV.2017.24.AEDCAN3.F.T.09",48,NA
"77fcd936-f9ad-4acc-9491-46baf13a848d","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDCAN3.F.T","HARV.2017.24.AEDCAN3.F.T.04",48,NA
"cad76099-09a8-4456-af2d-20993c851421","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDCAN3.F.T","HARV.2017.24.AEDCAN3.F.T.18",47,NA
"44ec8fc1-2e04-4880-9765-f9e3e0788b79","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDCAN3.F.T","HARV.2017.24.AEDCAN3.F.T.05",48,NA
"e8a3cc8d-05ef-4b8a-a4fb-8b3930c8c4c2","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDCAN3.F.T","HARV.2017.24.AEDCAN3.F.T.01",48,NA
"0d3bba92-3ea6-4a5c-b0a9-3064dab8708d","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDEXC.F.T","HARV.2017.24.AEDEXC.F.T.02",46,NA
"2ab5067c-06d7-403f-b078-d81d015c4b28","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDPUN.F.T","HARV.2017.24.AEDPUN.F.T.02",48,NA
"50a67b29-b5ee-4ceb-b413-e3707bd977d7","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDCAN3.F.T","HARV.2017.24.AEDCAN3.F.T.16",47,NA
"742b87af-fddd-4192-b0b2-246730a5f057","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDPUN.F.T","HARV.2017.24.AEDPUN.F.T.15",47,NA
"bba5a2a4-8470-4b7d-be5d-eee9857722df","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDPUN.F.T","HARV.2017.24.AEDPUN.F.T.14",47,NA
"0ef8989d-f323-4742-b1f0-cdbec4c043d5","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDCAN3.F.T","HARV.2017.24.AEDCAN3.F.T.13",47,NA
"1a4e617d-ffa1-4d53-80a6-c398b75b654f","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDCAN3.F.T","HARV.2017.24.AEDCAN3.F.T.08",48,NA
"6f0680cd-d218-43d7-a1f4-76788ce7528f","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDPUN.F.T","HARV.2017.24.AEDPUN.F.T.01",48,NA
"bb326250-66c3-4bef-8f34-5961795f927b","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDCAN3.F.T","HARV.2017.24.AEDCAN3.F.T.12",47,NA
"bada553d-2124-47f4-936e-6d4b3ac6a9d1","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDPUN.F.T","HARV.2017.24.AEDPUN.F.T.08",47,NA
"6892b8d4-0c1b-4743-a355-d9a3627cc57a","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDCAN3.F.T","HARV.2017.24.AEDCAN3.F.T.11",48,NA
"8944a2b9-35a0-4cf7-9298-635af3830099","HARV","D01","HARV","2017-06-13T21:29Z","2017-06-15T11:54Z","HARV.2017.24.AEDPUN.F.T","HARV.2017.24.AEDPUN.F.T.07",47,NA
"a0582e82-6eab-4c16-864d-07f2e512a4d6","HARV","D01","HARV","2017-06-27T20:30Z","2017-06-29T12:16Z","HARV.2017.26.AEDPUN.F.T","HARV.2017.26.AEDPUN.F.T.02",42,NA
"189a8dbc-e210-4ee1-a92e-f85379dda4d9","HARV","D01","HARV","2017-06-27T20:30Z","2017-06-29T12:16Z","HARV.2017.26.AEDCAN3.F.T","HARV.2017.26.AEDCAN3.F.T.06",45,NA
"6fb08f87-7274-45f9-b5df-8ae910d32cce","HARV","D01","HARV","2017-06-27T20:30Z","2017-06-29T12:16Z","HARV.2017.26.AEDCAN3.F.T","HARV.2017.26.AEDCAN3.F.T.03",45,NA
"cf97a203-10d7-4f72-a5c4-6bfc69c62897","HARV","D01","HARV","2017-06-27T20:30Z","2017-06-29T12:16Z","HARV.2017.26.AEDCAN3.F.T","HARV.2017.26.AEDCAN3.F.T.07",45,NA
"9fee85cf-0c1b-4ced-8d31-a4efccb46a15","HARV","D01","HARV","2017-06-27T20:30Z","2017-06-29T12:16Z","HARV.2017.26.AEDPUN.F.T","HARV.2017.26.AEDPUN.F.T.01",43,NA
"96bf06a9-319e-415b-b061-4d9f265e7fcc","HARV","D01","HARV","2017-06-27T20:30Z","2017-06-29T12:16Z","HARV.2017.26.AEDCAN3.F.T","HARV.2017.26.AEDCAN3.F.T.08",44,NA
"4bf2f3f4-d65c-40a7-9f37-9cfac88ba1af","HARV","D01","HARV","2017-06-27T20:30Z","2017-06-29T12:16Z","HARV.2017.26.AEDCAN3.F.T","HARV.2017.26.AEDCAN3.F.T.02",45,NA
"675360bb-90f0-4d7d-93c0-c04ac91c669a","HARV","D01","HARV","2017-06-27T20:30Z","2017-06-29T12:16Z","HARV.2017.26.AEDCAN3.F.T","HARV.2017.26.AEDCAN3.F.T.04",45,NA
"81a14cf6-6bf3-4bda-b3cd-5a5dab5affd1","HARV","D01","HARV","2017-06-27T20:30Z","2017-06-29T12:16Z","HARV.2017.26.AEDPUN.F.T","HARV.2017.26.AEDPUN.F.T.03",42,NA
"317f2b52-a190-450b-8138-d79ac3dbba2c","HARV","D01","HARV","2017-06-27T20:30Z","2017-06-29T12:16Z","HARV.2017.26.AEDCAN3.F.T","HARV.2017.26.AEDCAN3.F.T.05",45,NA
"4b90b86f-a0fc-4fa7-bce0-4a438d96fa9e","HARV","D01","HARV","2017-06-27T20:30Z","2017-06-29T12:16Z","HARV.2017.26.AEDCAN3.F.T","HARV.2017.26.AEDCAN3.F.T.01",45,NA
"be591f49-3575-490a-aa52-398d1349c9ad","HARV","D01","HARV","2017-06-27T20:52Z","2017-06-29T12:16Z","HARV.2017.26.AEDEXC.F.T","HARV.2017.26.AEDEXC.F.T.02",27,NA
"f814d3f2-0432-4b01-be2f-71065b6e72f4","HARV","D01","HARV","2017-06-27T20:52Z","2017-06-29T12:16Z","HARV.2017.26.AEDEXC.F.T","HARV.2017.26.AEDEXC.F.T.01",28,NA
"bb09c3fb-c1e5-4de7-bc97-f44f58e54e51","HARV","D01","HARV","2017-07-11T21:23Z","2017-07-13T11:36Z","HARV.2017.28.AEDCAN3.F.T","HARV.2017.28.AEDCAN3.F.T.05",47,NA
"ba6268a3-9034-4e02-8e97-712c797c0a69","HARV","D01","HARV","2017-07-11T21:23Z","2017-07-13T11:36Z","HARV.2017.28.AEDCAN3.F.T","HARV.2017.28.AEDCAN3.F.T.03",48,NA
"0cdca189-ec31-4e17-aa22-b5b826d5ff53","HARV","D01","HARV","2017-07-11T21:23Z","2017-07-13T11:36Z","HARV.2017.28.AEDCAN3.F.T","HARV.2017.28.AEDCAN3.F.T.08",47,NA
"98ba0966-0e7f-4e6d-9bb8-6c48f0d1e045","HARV","D01","HARV","2017-07-11T21:23Z","2017-07-13T11:36Z","HARV.2017.28.AEDCAN3.F.T","HARV.2017.28.AEDCAN3.F.T.06",47,NA
"68927af7-d694-4809-bd73-2ecc90869fbc","HARV","D01","HARV","2017-07-11T21:23Z","2017-07-13T11:36Z","HARV.2017.28.AEDCAN3.F.T","HARV.2017.28.AEDCAN3.F.T.02",48,NA
"3ec13440-60bc-4c77-827e-c353bb5c6a6d","HARV","D01","HARV","2017-07-11T21:23Z","2017-07-13T11:36Z","HARV.2017.28.AEDCAN3.F.T","HARV.2017.28.AEDCAN3.F.T.01",48,NA
"f6f65965-8ed8-43c9-9f78-a96c61d96b63","HARV","D01","HARV","2017-07-11T21:23Z","2017-07-13T11:36Z","HARV.2017.28.AEDCAN3.F.T","HARV.2017.28.AEDCAN3.F.T.04",47,NA
"ddfac4df-9d1a-4cab-aab3-8e57b061c522","HARV","D01","HARV","2017-07-11T21:23Z","2017-07-13T11:36Z","HARV.2017.28.AEDCAN3.F.T","HARV.2017.28.AEDCAN3.F.T.07",47,NA
"3136c79e-2c92-4d7a-88c0-064c631bfa7b","HARV","D01","HARV","2017-07-11T21:51Z","2017-07-13T11:36Z","HARV.2017.28.AEDEXC.F.T","HARV.2017.28.AEDEXC.F.T.01",31,NA
"cbba5e7d-d834-409a-b918-07a7af716fd6","HARV","D01","HARV","2017-07-25T21:11Z","2017-07-27T12:39Z","HARV.2017.30.AEDCAN3.F.T","HARV.2017.30.AEDCAN3.F.T.03",46,NA
"ad3f95cf-cc84-4074-9403-6cb6fbbef8ee","HARV","D01","HARV","2017-07-25T21:11Z","2017-07-27T12:39Z","HARV.2017.30.AEDCAN3.F.T","HARV.2017.30.AEDCAN3.F.T.01",46,NA
"6eeec3b9-a4f9-4a0d-bb1d-49fd4a9146cb","HARV","D01","HARV","2017-07-25T21:11Z","2017-07-27T12:39Z","HARV.2017.30.AEDCAN3.F.T","HARV.2017.30.AEDCAN3.F.T.04",46,NA
"76a1f29f-a614-44ad-a837-e8b14f868a06","HARV","D01","HARV","2017-07-25T21:11Z","2017-07-27T12:39Z","HARV.2017.30.AEDCAN3.F.T","HARV.2017.30.AEDCAN3.F.T.02",46,NA
"4d256bce-99a9-484b-a685-369809e205ec","HARV","D01","HARV","2017-07-25T21:11Z","2017-07-27T12:39Z","HARV.2017.30.AEDCAN3.F.T","HARV.2017.30.AEDCAN3.F.T.06",46,NA
"8b8fd32e-a123-4043-acda-c6ace37564d7","HARV","D01","HARV","2017-07-25T21:11Z","2017-07-27T12:39Z","HARV.2017.30.AEDCAN3.F.T","HARV.2017.30.AEDCAN3.F.T.05",46,NA
"c468b21a-33b2-4dd6-88c1-35794d9d6d38","HARV","D01","HARV","2017-07-25T21:46Z","2017-07-27T12:16Z","HARV.2017.30.AEDEXC.F.T","HARV.2017.30.AEDEXC.F.T.01",14,NA
"d2cce1ae-0c65-439c-bdd7-88c674d32eb8","HARV","D01","HARV","2017-08-08T21:13Z","2017-08-10T12:16Z","HARV.2017.32.AEDCAN3.F.T","HARV.2017.32.AEDCAN3.F.T.03",43,NA
"f09ad802-8655-4175-9b1e-5b02e334e0be","HARV","D01","HARV","2017-08-08T21:13Z","2017-08-10T12:16Z","HARV.2017.32.AEDCAN3.F.T","HARV.2017.32.AEDCAN3.F.T.02",43,NA
"4ca48614-fe12-4ced-b7b5-071cfb9bb20d","HARV","D01","HARV","2017-08-08T21:13Z","2017-08-10T12:16Z","HARV.2017.32.AEDCAN3.F.T","HARV.2017.32.AEDCAN3.F.T.01",43,NA
"df0a40ab-118b-4e98-8f1a-0eacbaa963f0","HARV","D01","HARV","2017-08-08T21:13Z","2017-08-10T12:16Z","HARV.2017.32.AEDCAN3.F.T","HARV.2017.32.AEDCAN3.F.T.06",42,NA
"537d1f23-a9a4-4b5a-84b4-0b80feef2bf1","HARV","D01","HARV","2017-08-08T21:13Z","2017-08-10T12:16Z","HARV.2017.32.AEDCAN3.F.T","HARV.2017.32.AEDCAN3.F.T.05",42,NA
"6e7df30b-0f1c-4b63-bf63-4c21ded7fff4","HARV","D01","HARV","2017-08-08T21:13Z","2017-08-10T12:16Z","HARV.2017.32.AEDCAN3.F.T","HARV.2017.32.AEDCAN3.F.T.04",43,NA
"d3564b85-c79b-419a-b5a3-be289c5bc3ee","HARV","D01","HARV","2017-08-22T21:34Z","2017-08-24T12:14Z","HARV.2017.34.AEDCAN3.F.T","HARV.2017.34.AEDCAN3.F.T.01",42,NA
"7f5fd0c8-1782-48ec-b664-f79a61150da4","HARV","D01","HARV","2017-08-22T21:34Z","2017-08-24T12:14Z","HARV.2017.34.AEDCAN3.F.T","HARV.2017.34.AEDCAN3.F.T.02",41,NA
"acf43494-ca56-4412-b314-5a66fc143ff7","HARV","D01","HARV","2017-09-05T20:15Z","2017-09-07T12:23Z","HARV.2017.36.AEDCAN3.F.T","HARV.2017.36.AEDCAN3.F.T.01",34,NA
"8312ae19-502c-4f9c-9878-aff2944e40bd","HARV","D01","HARV","2017-09-05T20:15Z","2017-09-07T12:23Z","HARV.2017.36.AEDCAN3.F.T","HARV.2017.36.AEDCAN3.F.T.02",34,NA
"d2dedf8f-b60d-4073-bb1e-ab283f9f237d","HARV","D01","HARV","2017-09-19T20:12Z","2017-09-21T13:22Z","HARV.2017.38.AEDCAN3.F.T","HARV.2017.38.AEDCAN3.F.T.01",30,NA
"07788251-42a8-4392-9b5e-41ecb28ac1bf","HARV","D01","HARV","2017-09-19T20:12Z","2017-09-21T13:22Z","HARV.2017.38.AEDCAN3.F.T","HARV.2017.38.AEDCAN3.F.T.02",29,NA
