uid,namedLocation,plotID,collectDate,identifiedDate,sampleID,subsampleID,scientificName,acceptedTaxonID,taxonRank,family,genus,specificEpithet,sexOrAge,individualCount
e3d2167c-4391-4643-a3ae-2914d367ae56,BLAN_005.tickPlot.tck,BLAN_005,2017-06-01T17:59Z,2018-01-30T17:00Z,BLAN_005.20170601,BLAN_005.20170601.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Nymph,1
29e139f2-5fef-4bea-b4b1-3bce2f4eea84,BLAN_005.tickPlot.tck,BLAN_005,2017-06-19T14:51Z,2018-09-15T17:00Z,BLAN_005.20170619,BLAN_005.20170619.HAELON.N,Haemaphysalis longicornis,HAELON,species,Ixodidae,Haemaphysalis,longicornis,Nymph,2
3be0115a-2b38-4e6a-9568-5e09221d5f4b,BLAN_005.tickPlot.tck,BLAN_005,2017-06-19T14:51Z,2018-01-30T17:00Z,BLAN_005.20170619,BLAN_005.20170619.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,Ixodes,scapularis,Nymph,13
a2e5ce3a-806a-4d24-a251-92f874469b33,BLAN_012.tickPlot.tck,BLAN_012,2017-06-20T19:53Z,2018-01-02T17:00Z,BLAN_012.20170620,BLAN_012.20170620.DERVAR.F,Dermacentor variabilis,DERVAR,species,Ixodidae,Dermacentor,variabilis,Female,1
61af8a73-f33d-40a8-b4bf-833f4cb01752,BLAN_012.tickPlot.tck,BLAN_012,2017-06-20T19:53Z,2018-01-02T17:00Z,BLAN_012.20170620,BLAN_012.20170620.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,Ixodes,scapularis,Nymph,2
06966602-1877-465b-8815-9621c0db01f5,BLAN_015.tickPlot.tck,BLAN_015,2017-06-20T20:59Z,2018-01-02T17:00Z,BLAN_015.20170620,BLAN_015.20170620.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,Ixodes,scapularis,Nymph,2
61d5791b-d4ab-4eb1-830c-c5db6169ca34,BLAN_012.tickPlot.tck,BLAN_012,2017-07-10T15:49Z,2017-09-30T16:00Z,BLAN_012.20170710,BLAN_012.20170710.IXOSP.L,Ixodidae sp.,IXOSP,family,Ixodidae,,sp.,Larva,1
44cfb053-0a3d-42fb-833c-53295f3ca355,BLAN_012.tickPlot.tck,BLAN_012,2017-07-10T15:49Z,2018-01-30T17:00Z,BLAN_012.20170710,BLAN_012.20170710.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,Ixodes,scapularis,Nymph,2
23a090e6-f38f-447f-b05f-6673db640b8c,BLAN_015.tickPlot.tck,BLAN_015,2017-07-10T17:19Z,2017-09-30T16:00Z,BLAN_015.20170710,BLAN_015.20170710.IXOSP.L,Ixodidae sp.,IXOSP,family,Ixodidae,,sp.,Larva,1
a53c9e8c-1e59-4a7a-8035-dd7845e5510f,BLAN_005.tickPlot.tck,BLAN_005,2017-07-10T18:11Z,2017-09-30T16:00Z,BLAN_005.20170710,BLAN_005.20170710.IXOSP.L,Ixodidae sp.,IXOSP,family,Ixodidae,,sp.,Larva,1
173b18e4-0fce-4245-9593-4567b49e8db7,BLAN_005.tickPlot.tck,BLAN_005,2017-07-10T18:11Z,2018-01-30T17:00Z,BLAN_005.20170710,BLAN_005.20170710.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,Ixodes,scapularis,Nymph,4
c7e81e5c-2365-47e8-a578-786aa519c0af,BLAN_005.tickPlot.tck,BLAN_005,2017-07-31T15:31Z,2017-10-13T16:00Z,BLAN_005.20170731,BLAN_005.20170731.IXOSP.L,Ixodidae sp.,IXOSP,family,Ixodidae,,sp.,Larva,1
9f07d326-9cf7-4bfc-9be2-ab50458574ce,BLAN_005.tickPlot.tck,BLAN_005,2017-07-31T15:31Z,2018-01-13T17:00Z,BLAN_005.20170731,BLAN_005.20170731.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Nymph,3
3e04297a-aea5-4a56-b58f-1ca98b113f3f,BLAN_005.tickPlot.tck,BLAN_005,2017-07-31T15:31Z,2018-01-13T17:00Z,BLAN_005.20170731,BLAN_005.20170731.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,Ixodes,scapularis,Nymph,10
050b302b-6ce9-4dd1-8ed1-eeb326b091ab,BLAN_012.tickPlot.tck,BLAN_012,2017-08-01T15:22Z,2018-01-13T17:00Z,BLAN_012.20170801,BLAN_012.20170801.DERVAR.M,Dermacentor variabilis,DERVAR,species,Ixodidae,Dermacentor,variabilis,Male,1
71f082a5-6689-4af6-b745-d70fb8b94ee2,BLAN_012.tickPlot.tck,BLAN_012,2017-08-01T15:22Z,2017-10-13T16:00Z,BLAN_012.20170801,BLAN_012.20170801.IXOSP.L,Ixodidae sp.,IXOSP,family,Ixodidae,,sp.,Larva,1
53284406-17a1-404a-9f71-1ea4d4c9de36,BLAN_015.tickPlot.tck,BLAN_015,2017-08-01T16:38Z,2017-10-13T16:00Z,BLAN_015.20170801,BLAN_015.20170801.IXOSP.L,Ixodidae sp.,IXOSP,family,Ixodidae,,sp.,Larva,1
36d2c45b-2ab6-4410-a9b2-4ae5f042a2f7,BLAN_015.tickPlot.tck,BLAN_015,2017-08-01T16:38Z,2018-01-13T17:00Z,BLAN_015.20170801,BLAN_015.20170801.DERVAR.M,Dermacentor variabilis,DERVAR,species,Ixodidae,Dermacentor,variabilis,Male,1
3189cd02-877b-46f4-ace5-9458931baa1e,BLAN_005.tickPlot.tck,BLAN_005,2017-08-21T15:57Z,2017-10-01T16:00Z,BLAN_005.20170821,BLAN_005.20170821.IXOSP.L,Ixodidae sp.,IXOSP,family,Ixodidae,,sp.,Larva,1
32227d71-56f5-4411-94f5-6c4b7431c66d,BLAN_012.tickPlot.tck,BLAN_012,2017-08-22T16:57Z,2017-10-01T16:00Z,BLAN_012.20170822,BLAN_012.20170822.IXOSP.L,Ixodidae sp.,IXOSP,family,Ixodidae,,sp.,Larva,1
da5387f4-12f0-4439-a0a5-0f329dc2ff8b,BLAN_015.tickPlot.tck,BLAN_015,2017-08-22T18:09Z,2017-10-01T16:00Z,BLAN_015.20170822,BLAN_015.20170822.IXOSP.L,Ixodidae sp.,IXOSP,family,Ixodidae,,sp.,Larva,1
afbec847-6680-45d6-875c-67d5e7fe0559,BLAN_012.tickPlot.tck,BLAN_012,2017-09-08T17:02Z,2018-01-28T17:00Z,BLAN_012.20170908,BLAN_012.20170908.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,Ixodes,scapularis,Nymph,2
f9253add-e505-45ef-8b66-627dd9a92262,BLAN_012.tickPlot.tck,BLAN_012,2017-09-08T17:02Z,2017-11-28T17:00Z,BLAN_012.20170908,BLAN_012.20170908.IXOSP.L,Ixodidae sp.,IXOSP,family,Ixodidae,,sp.,Larva,1
b5a65a79-dea3-484b-9845-045c8bb8070c,BLAN_015.tickPlot.tck,BLAN_015,2017-09-08T18:10Z,2017-11-28T17:00Z,BLAN_015.20170908,BLAN_015.20170908.IXOSP.L,Ixodidae sp.,IXOSP,family,Ixodidae,,sp.,Larva,1
013b8fc8-09c7-4619-8cf6-ce9955e0925a,BLAN_005.tickPlot.tck,BLAN_005,2017-09-08T20:25Z,2017-11-28T17:00Z,BLAN_005.20170908,BLAN_005.20170908.IXOSP.L,Ixodidae sp.,IXOSP,family,Ixodidae,,sp.,Larva,1
50b31118-b0ae-4e6d-8f04-81f670c18594,BLAN_015.tickPlot.tck,BLAN_015,2017-10-02T17:35Z,2018-01-28T17:00Z,BLAN_015.20171002,BLAN_015.20171002.IXOSCA.M,Ixodes scapularis,IXOSCA,species,Ixodidae,Ixodes,scapularis,Male,1
73c83958-48e4-4513-b4af-5074fc4a0193,BLAN_005.tickPlot.tck,BLAN_005,2017-10-02T18:29Z,2018-01-28T17:00Z,BLAN_005.20171002,BLAN_005.20171002.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,Ixodes,scapularis,Nymph,1
0196da93-1fb5-4acd-914d-ac39d5f5a77a,BLAN_012.tickPlot.tck,BLAN_012,2018-04-23T16:16Z,2018-09-17T16:00Z,BLAN_012.20180423,BLAN_012.20180423.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,Ixodes,scapularis,Nymph,1
40269f28-8e8f-45c5-aa9a-10020536461a,BLAN_005.tickPlot.tck,BLAN_005,2018-05-14T18:53Z,2018-09-17T16:00Z,BLAN_005.20180514,BLAN_005.20180514.IXOSCA.M,Ixodes scapularis,IXOSCA,species,Ixodidae,Ixodes,scapularis,Male,1
f5aa77fd-3076-45e4-965d-39279c66d582,BLAN_005.tickPlot.tck,BLAN_005,2018-05-14T18:53Z,2018-09-17T16:00Z,BLAN_005.20180514,BLAN_005.20180514.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,Ixodes,scapularis,Nymph,3
76dd45f8-4f35-48e6-ba91-d3af86a0b2b3,BLAN_005.tickPlot.tck,BLAN_005,2018-05-14T18:53Z,2018-09-17T16:00Z,BLAN_005.20180514,BLAN_005.20180514.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Nymph,3
3c78d6e2-4838-4ef5-9c7e-4a7205050d12,BLAN_002.tickPlot.tck,BLAN_002,2018-06-07T13:38Z,2018-09-17T16:00Z,BLAN_002.20180607,BLAN_002.20180607.HAELON.N,Haemaphysalis longicornis,HAELON,species,Ixodidae,Haemaphysalis,longicornis,Nymph,1
e26fa05c-e180-47c4-92a9-ffe380ccf926,BLAN_015.tickPlot.tck,BLAN_015,2018-06-07T14:50Z,2018-09-17T16:00Z,BLAN_015.20180607,BLAN_015.20180607.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,Ixodes,scapularis,Nymph,1
db10ec32-4709-4b6f-b822-ee4ab1f87502,BLAN_008.tickPlot.tck,BLAN_008,2018-06-07T15:05Z,2018-09-17T16:00Z,BLAN_008.20180607,BLAN_008.20180607.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,Ixodes,scapularis,Nymph,1
b8de922e-8615-40b9-9d76-a704322c3ed1,BLAN_005.tickPlot.tck,BLAN_005,2018-06-07T16:15Z,2018-09-17T16:00Z,BLAN_005.20180607,BLAN_005.20180607.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,Ixodes,scapularis,Nymph,6
fc03a039-58e8-4cb1-bbe5-455c9b8d6a84,BLAN_005.tickPlot.tck,BLAN_005,2018-06-07T16:15Z,2018-09-17T16:00Z,BLAN_005.20180607,BLAN_005.20180607.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Nymph,7
4cdefaf1-04da-4a68-8311-bde8e523ee21,BLAN_005.tickPlot.tck,BLAN_005,2018-06-26T04:12Z,2018-09-17T16:00Z,BLAN_005.20180626,BLAN_005.20180626.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,Ixodes,scapularis,Nymph,4
f4b6a50e-75cf-4de4-82e4-c0ce5c565fb9,BLAN_005.tickPlot.tck,BLAN_005,2018-06-26T04:12Z,2018-09-17T16:00Z,BLAN_005.20180626,BLAN_005.20180626.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Nymph,5
8fa19d4e-10c4-40cd-b75e-f04a3212a3f5,BLAN_012.tickPlot.tck,BLAN_012,2018-06-26T14:13Z,2018-09-17T16:00Z,BLAN_012.20180626,BLAN_012.20180626.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,Ixodes,scapularis,Nymph,1
c6cef3c5-e638-486b-b588-c3ca84a110a0,BLAN_015.tickPlot.tck,BLAN_015,2018-06-26T15:12Z,2018-09-17T16:00Z,BLAN_015.20180626,BLAN_015.20180626.DERVAR.M,Dermacentor variabilis,DERVAR,species,Ixodidae,Dermacentor,variabilis,Male,1
c0f26d41-459e-4b0d-b882-534959a348db,BLAN_005.tickPlot.tck,BLAN_005,2018-07-20T13:49Z,2018-09-17T16:00Z,BLAN_005.20180720,BLAN_005.20180720.DERVAR.F,Dermacentor variabilis,DERVAR,species,Ixodidae,Dermacentor,variabilis,Female,1
ce96c990-04d9-4598-bf47-6dd0e9bcde07,BLAN_005.tickPlot.tck,BLAN_005,2018-08-06T15:40Z,2018-11-15T17:00Z,BLAN_005.20180806,BLAN_005.20180806.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,Ixodes,scapularis,Nymph,1
1e27f53a-814c-4e87-b0c4-d83d3fc3ebb2,BLAN_005.tickPlot.tck,BLAN_005,2018-08-06T15:40Z,2018-11-03T16:00Z,BLAN_005.20180806,BLAN_005.20180806.L,Ixodida sp.,IXOSP2,order,,,sp.,Larva,127
1494a955-8de9-454c-a1e0-d25ce0d35588,BLAN_012.tickPlot.tck,BLAN_012,2018-08-07T02:27Z,2018-11-03T16:00Z,BLAN_012.20180806,BLAN_012.20180806.L,Ixodida sp.,IXOSP2,order,,,sp.,Larva,2
597a96a4-7ad3-4992-a0ef-6fe3bbee9f72,BLAN_012.tickPlot.tck,BLAN_012,2018-08-07T02:27Z,2018-11-15T17:00Z,BLAN_012.20180806,BLAN_012.20180806.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,Ixodes,scapularis,Nymph,1
6c6ea389-d026-4d9e-840d-e1bf966d9019,BLAN_005.tickPlot.tck,BLAN_005,2018-08-27T17:52Z,2018-11-03T16:00Z,BLAN_005.20180827,BLAN_005.20180827.L,Ixodida sp.,IXOSP2,order,,,sp.,Larva,71
761ee492-d107-46fb-bac9-0f7fc10d82ed,BLAN_005.tickPlot.tck,BLAN_005,2018-08-27T17:52Z,2018-11-10T17:00Z,BLAN_005.20180827,BLAN_005.20180827.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Nymph,4
41791821-5beb-4640-a533-edebe73a18f0,BLAN_002.tickPlot.tck,BLAN_002,2018-08-27T19:39Z,2018-11-03T16:00Z,BLAN_002.20180827,BLAN_002.20180827.L,Ixodida sp.,IXOSP2,order,,,sp.,Larva,1
031d0a17-d11d-4470-9362-f8bd4c5c30fc,BLAN_015.tickPlot.tck,BLAN_015,2018-08-29T18:06Z,2018-11-03T16:00Z,BLAN_015.20180829,BLAN_015.20180829.L,Ixodida sp.,IXOSP2,order,,,sp.,Larva,6
e3ad9732-b2a8-4d8f-ae94-7fb73b5eaed5,BLAN_002.tickPlot.tck,BLAN_002,2018-09-20T15:54Z,2018-11-03T16:00Z,BLAN_002.20180920,BLAN_002.20180920.L,Ixodida sp.,IXOSP2,order,,,sp.,Larva,61
b32d01a0-c5ec-4d80-a890-62b8b1734e77,BLAN_002.tickPlot.tck,BLAN_002,2018-09-20T15:54Z,2018-11-10T17:00Z,BLAN_002.20180920,BLAN_002.20180920.HAELON.N,Haemaphysalis longicornis,HAELON,species,Ixodidae,Haemaphysalis,longicornis,Nymph,1
8fb6d1ae-9421-47bb-bd93-a88158ae10ce,BLAN_005.tickPlot.tck,BLAN_005,2018-09-20T17:36Z,2018-11-03T16:00Z,BLAN_005.20180920,BLAN_005.20180920.L,Ixodida sp.,IXOSP2,order,,,sp.,Larva,18
46446858-b31e-4672-a588-894d04b42800,BLAN_005.tickPlot.tck,BLAN_005,2018-09-20T17:36Z,2018-11-15T17:00Z,BLAN_005.20180920,BLAN_005.20180920.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,Ixodes,scapularis,Nymph,6
ed2e2c91-bcf6-40cc-8306-6cd44a3ce332,BLAN_008.tickPlot.tck,BLAN_008,2018-09-20T18:33Z,2018-11-03T16:00Z,BLAN_008.20180920,BLAN_008.20180920.L,Ixodida sp.,IXOSP2,order,,,sp.,Larva,2
da2a880b-89a0-4a23-9384-b700bae5fb0e,BLAN_012.tickPlot.tck,BLAN_012,2018-09-20T19:13Z,2018-11-03T16:00Z,BLAN_012.20180920,BLAN_012.20180920.L,Ixodida sp.,IXOSP2,order,,,sp.,Larva,1
26c7e688-24e1-4b2f-b356-a83779fd435b,BLAN_012.tickPlot.tck,BLAN_012,2018-09-20T19:13Z,2018-11-15T17:00Z,BLAN_012.20180920,BLAN_012.20180920.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,Ixodes,scapularis,Nymph,1
26c09328-3860-459c-b2a4-cc23e4402b8f,OSBS_003.tickPlot.tck,OSBS_003,2017-04-19T14:11Z,2017-12-13T17:00Z,OSBS_003.20170419,OSBS_003.20170419.AMBAME.F,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Female,4
41bec341-10c1-426c-b06d-798005d72ac2,OSBS_003.tickPlot.tck,OSBS_003,2017-04-19T14:11Z,2017-12-13T17:00Z,OSBS_003.20170419,OSBS_003.20170419.AMBAME.M,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Male,6
54699be2-5edc-4c1e-b051-81754c6b4d2c,OSBS_003.tickPlot.tck,OSBS_003,2017-04-19T14:11Z,2017-12-13T17:00Z,OSBS_003.20170419,OSBS_003.20170419.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Nymph,38
b9ade405-b68a-4160-998b-cc943fc719d6,OSBS_004.tickPlot.tck,OSBS_004,2017-04-19T15:15Z,2017-12-13T17:00Z,OSBS_004.20170419,OSBS_004.20170419.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Nymph,3
7d6abc3e-2c65-4857-9190-ce67f73b6490,OSBS_022.tickPlot.tck,OSBS_022,2017-04-19T15:49Z,2017-07-13T16:00Z,OSBS_022.20170419,OSBS_022.20170419.IXOSP.N,Ixodidae sp.,IXOSP,family,Ixodidae,,sp.,Nymph,1
aa09d2a3-b109-48f1-8208-bbf053652044,OSBS_001.tickPlot.tck,OSBS_001,2017-04-19T16:42Z,2017-12-13T17:00Z,OSBS_001.20170419,OSBS_001.20170419.AMBAME.M,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Male,3
bbd3554d-a0e2-40b3-881b-da971dea37b3,OSBS_001.tickPlot.tck,OSBS_001,2017-04-19T16:42Z,2017-07-13T16:00Z,OSBS_001.20170419,OSBS_001.20170419.IXOSP.N,Ixodidae sp.,IXOSP,family,Ixodidae,,sp.,Nymph,20
2a7b5b5b-b05a-4e22-97ee-fe81acec4119,OSBS_001.tickPlot.tck,OSBS_001,2017-04-19T16:42Z,2017-12-13T17:00Z,OSBS_001.20170419,OSBS_001.20170419.AMBAME.F,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Female,4
6b26a217-5cea-4f47-b5f9-666c9c009183,OSBS_005.tickPlot.tck,OSBS_005,2017-04-19T17:47Z,2017-12-07T17:00Z,OSBS_005.20170419,OSBS_005.20170419.AMBAME.M,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Male,17
e17566ab-d2d5-4a4e-bac6-200ebc004118,OSBS_005.tickPlot.tck,OSBS_005,2017-04-19T17:47Z,2017-07-07T16:00Z,OSBS_005.20170419,OSBS_005.20170419.IXOSP.L,Ixodidae sp.,IXOSP,family,Ixodidae,,sp.,Larva,1
9d9cd246-70be-47c1-be21-dcd5120b4230,OSBS_005.tickPlot.tck,OSBS_005,2017-04-19T17:47Z,2017-12-07T17:00Z,OSBS_005.20170419,OSBS_005.20170419.AMBAME.F,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Female,17
57196f58-2970-4c2c-93cc-ca38eae459cc,OSBS_005.tickPlot.tck,OSBS_005,2017-04-19T17:47Z,2017-07-07T16:00Z,OSBS_005.20170419,OSBS_005.20170419.IXOSP.N,Ixodidae sp.,IXOSP,family,Ixodidae,,sp.,Nymph,221
b7fc6270-488c-4872-9e49-72798d7f3b72,OSBS_003.tickPlot.tck,OSBS_003,2017-05-11T14:40Z,2017-12-13T17:00Z,OSBS_003.20170511,OSBS_003.20170511.AMBAME.M,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Male,8
eb259938-3117-4b60-98e6-b811a2a57a4d,OSBS_003.tickPlot.tck,OSBS_003,2017-05-11T14:40Z,2017-12-13T17:00Z,OSBS_003.20170511,OSBS_003.20170511.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Nymph,19
6521c6c4-56e6-4b31-aab3-8eddbf69858d,OSBS_003.tickPlot.tck,OSBS_003,2017-05-11T14:40Z,2017-12-13T17:00Z,OSBS_003.20170511,OSBS_003.20170511.AMBAME.F,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Female,9
523f9a12-3cde-43e5-beba-d5d1cfcdb5ee,OSBS_022.tickPlot.tck,OSBS_022,2017-05-11T16:01Z,2017-09-17T16:00Z,OSBS_022.20170511,OSBS_022.20170511.IXOSP.N,Ixodidae sp.,IXOSP,family,Ixodidae,,sp.,Nymph,1
d8c9ad19-4e52-4c2e-934d-d4de89814ed3,OSBS_001.tickPlot.tck,OSBS_001,2017-05-11T18:07Z,2017-12-17T17:00Z,OSBS_001.20170511,OSBS_001.20170511.DERVAR.F,Dermacentor variabilis,DERVAR,species,Ixodidae,Dermacentor,variabilis,Female,1
5a854f34-9fe9-42d9-b230-0974f97792e1,OSBS_001.tickPlot.tck,OSBS_001,2017-05-11T18:07Z,2017-09-17T16:00Z,OSBS_001.20170511,OSBS_001.20170511.AMBSP.N,Amblyomma sp.,AMBSP,genus,Ixodidae,Amblyomma,sp.,Nymph,1
9a60c562-dc1a-4785-bcbc-43719d08b577,OSBS_001.tickPlot.tck,OSBS_001,2017-05-11T18:07Z,2017-12-13T17:00Z,OSBS_001.20170511,OSBS_001.20170511.AMBAME.F,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Female,3
a59c1411-cbaa-4cc4-a47e-17351fe9277e,OSBS_001.tickPlot.tck,OSBS_001,2017-05-11T18:07Z,2017-12-17T17:00Z,OSBS_001.20170511,OSBS_001.20170511.AMBAME.M,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Male,4
d9d09a91-0ef7-4425-8f48-641290a62fe0,OSBS_005.tickPlot.tck,OSBS_005,2017-05-11T19:07Z,2017-12-17T17:00Z,OSBS_005.20170511,OSBS_005.20170511.AMBAME.F,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Female,13
7b68641b-812e-4f6d-b0ba-3dcb3f0fafb9,OSBS_005.tickPlot.tck,OSBS_005,2017-05-11T19:07Z,2017-12-17T17:00Z,OSBS_005.20170511,OSBS_005.20170511.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Nymph,110
bf3c91ff-d878-4b7e-b29d-95b0ecaa8da3,OSBS_005.tickPlot.tck,OSBS_005,2017-05-11T19:07Z,2017-12-17T17:00Z,OSBS_005.20170511,OSBS_005.20170511.AMBAME.M,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Male,14
73073462-d0f1-48fa-a90d-cb870d6c2008,OSBS_003.tickPlot.tck,OSBS_003,2017-06-01T14:45Z,2017-12-07T17:00Z,OSBS_003.20170601,OSBS_003.20170601.AMBAME.F,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Female,8
c14a6eae-f18d-48da-ac37-e3cb6ac1eeb5,OSBS_003.tickPlot.tck,OSBS_003,2017-06-01T14:45Z,2017-12-07T17:00Z,OSBS_003.20170601,OSBS_003.20170601.AMBAME.M,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Male,7
f4fca67b-37d8-4347-b9e3-7b5b11444f30,OSBS_003.tickPlot.tck,OSBS_003,2017-06-01T14:45Z,2017-12-07T17:00Z,OSBS_003.20170601,OSBS_003.20170601.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Nymph,14
9606cbcc-1aeb-4a0f-837a-f925a50e7018,OSBS_003.tickPlot.tck,OSBS_003,2017-06-01T14:45Z,2017-07-07T16:00Z,OSBS_003.20170601,OSBS_003.20170601.IXOSP.L,Ixodidae sp.,IXOSP,family,Ixodidae,,sp.,Larva,1
f914e586-b55a-4181-b382-6f2cb291dd3c,OSBS_001.tickPlot.tck,OSBS_001,2017-06-01T17:33Z,2017-12-07T17:00Z,OSBS_001.20170601,OSBS_001.20170601.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,Amblyomma,americanum,Nymph,8
