date,wssPrecipTotal,precipQF
"2018-12-01",14.810,0
"2018-12-02",4.550,0
"2018-12-04",2.190,0
"2018-12-05",2.740,0
"2018-12-06",2.820,0
"2018-12-07",2.680,0
"2018-12-08",1.810,0
"2018-12-09",15.790,0
"2018-12-10",1.110,0
"2018-12-11",1.630,0
"2018-12-12",3.250,0
"2018-12-13",1.790,0
"2018-12-14",60.180,0
"2018-12-15",23.440,0
"2018-12-16",1.750,0
"2018-12-17",2.100,0
"2018-12-18",2.040,0
"2018-12-19",1.230,0
"2018-12-20",49.170,0
"2018-12-21",1.720,0
"2018-12-22",0.960,0
"2018-12-23",0.860,0
"2018-12-24",0.950,0
"2018-12-25",0.910,0
"2018-12-26",0.630,0
"2018-12-27",0.860,0
"2018-12-28",1.920,0
"2018-12-29",17.410,0
"2018-12-30",0.660,0
"2018-12-31",0.760,0
