date,wssTempTripleMean,wssTempTripleMinimum,wssTempTripleMaximum,wssTempTripleVariance,wssTempTripleStdErMean,wssTempTripleNumPts,tempTripleQF
"2018-01-01",-18.9610,-22.2570,-14.5150,5.6263,0.0081,86400.0,0
"2018-01-02",-15.8683,-19.4689,-10.3869,9.6319,0.0106,85379.0,0
"2018-01-03",-10.1092,-13.5632,-6.0159,4.6333,0.0073,86400.0,0
"2018-01-04",-8.6373,-11.3545,-6.8841,0.6947,0.0028,86400.0,0
"2018-01-05",-13.6268,-17.5429,-8.4279,11.2791,0.0114,86370.0,0
"2018-01-06",-18.0389,-19.4176,-16.2009,0.5889,0.0026,86280.0,0
"2018-01-07",-19.2162,-24.1239,-12.5652,15.0211,0.0132,86400.0,0
"2018-01-08",-8.8625,-13.7201,-2.9065,11.3254,0.0114,86400.0,0
"2018-01-09",-2.5157,-5.3900,1.6509,5.6290,0.0081,86400.0,0
"2018-01-10",-3.7072,-7.5556,0.1433,5.1816,0.0077,86400.0,0
"2018-01-11",3.1774,-2.2509,8.9916,15.1444,0.0132,86400.0,0
"2018-01-12",11.0944,6.6274,15.0521,8.7395,0.0101,86400.0,0
"2018-01-13",4.7121,-9.5743,15.0263,96.5447,0.0334,86370.0,0
"2018-01-14",-12.5625,-15.7306,-9.5622,3.0088,0.0059,86400.0,0
"2018-01-15",-12.8106,-15.7845,-8.7736,5.6846,0.0081,86396.0,0
"2018-01-16",-7.2231,-9.9578,-3.3810,5.7128,0.0082,84598.0,0
"2018-01-17",-2.6135,-3.8327,-1.5396,0.2422,0.0017,86400.0,0
"2018-01-18",-8.0089,-11.7950,-3.2947,6.7430,0.0088,86400.0,0
"2018-01-19",-6.2588,-8.8724,-1.9214,5.7137,0.0081,86400.0,0
"2018-01-20",-0.0239,-4.2579,5.9461,12.7908,0.0122,86400.0,0
"2018-01-21",2.8428,0.8063,5.7791,1.9202,0.0047,86400.0,0
"2018-01-22",0.9480,-1.8925,3.6296,1.8463,0.0046,86400.0,0
"2018-01-23",0.8248,-2.2255,6.6411,5.9401,0.0095,65820.0,1
"2018-01-24",-0.6951,-6.0555,3.2805,6.2790,0.0085,86400.0,0
"2018-01-25",-8.1131,-10.3989,-5.3300,2.3977,0.0053,86400.0,0
"2018-01-26",-8.1082,-12.0821,-2.7727,9.3063,0.0104,86400.0,0
"2018-01-27",-0.2918,-4.8784,6.7061,18.8413,0.0148,86400.0,0
"2018-01-28",5.5289,3.9976,6.6891,0.3456,0.0020,86400.0,0
"2018-01-29",0.4864,-2.5890,4.3340,3.4063,0.0063,85840.0,0
"2018-01-30",-4.4367,-6.8692,-1.8580,2.0075,0.0048,86400.0,0
"2018-01-31",-8.3380,-12.1633,-3.9715,7.7770,0.0095,86400.0,0
