date,wssTempTripleMean,wssTempTripleMinimum,wssTempTripleMaximum,wssTempTripleVariance,wssTempTripleStdErMean,wssTempTripleNumPts,tempTripleQF
"2018-10-01",12.9118,10.8870,15.4156,1.2657,0.0038,86400.0,0
"2018-10-02",10.7244,9.8257,12.1859,0.4687,0.0023,86400.0,0
"2018-10-03",13.4082,11.3194,16.8728,3.1069,0.0060,86400.0,0
"2018-10-04",15.5128,12.0777,20.0197,6.6929,0.0088,86400.0,0
"2018-10-05",12.9644,6.9296,18.6570,12.0315,0.0118,85926.0,0
"2018-10-06",9.7284,6.9051,12.9380,4.9755,0.0076,86400.0,0
"2018-10-07",16.8548,12.5375,22.4526,9.2552,0.0103,86400.0,0
"2018-10-08",10.9647,8.5683,17.5334,3.0426,0.0059,86400.0,0
"2018-10-09",15.5602,10.2674,21.3490,13.6018,0.0130,80682.0,0
"2018-10-10",20.3954,18.1974,24.4440,4.9597,0.0076,86397.0,0
"2018-10-11",19.0471,14.3172,20.8992,2.2792,0.0051,86400.0,0
"2018-10-12",13.2208,7.6998,18.2645,6.5170,0.0087,86400.0,0
"2018-10-13",5.9115,4.5784,7.8598,0.8623,0.0032,86400.0,0
"2018-10-14",6.0441,2.3909,10.9906,7.5972,0.0094,86400.0,0
"2018-10-15",8.8518,4.6505,14.5897,9.7021,0.0106,86400.0,0
"2018-10-16",7.8692,2.9686,15.2570,11.1783,0.0114,86400.0,0
"2018-10-17",5.8684,1.7925,11.6120,7.2748,0.0092,86400.0,0
"2018-10-18",1.6562,-1.6680,5.2521,3.8311,0.0067,86400.0,0
"2018-10-19",4.1920,-1.1229,11.9970,21.9971,0.0160,86400.0,0
"2018-10-20",9.8056,7.8397,13.7331,1.4682,0.0041,86400.0,0
"2018-10-21",4.3918,0.3617,8.5667,5.9141,0.0083,86326.0,0
"2018-10-22",1.3066,-2.7188,6.3780,9.5168,0.0105,86398.0,0
"2018-10-23",5.4234,2.5816,10.8070,6.8244,0.0092,80703.0,0
"2018-10-24",3.9881,2.1820,5.9871,0.7377,0.0029,86400.0,0
"2018-10-25",1.8236,0.0920,4.2965,1.1701,0.0037,86400.0,0
"2018-10-26",0.1283,-3.3606,4.8390,6.0821,0.0084,86400.0,0
"2018-10-27",2.4787,0.6729,4.0460,1.1890,0.0037,86340.0,0
"2018-10-28",3.6625,2.0407,6.3876,2.2824,0.0051,86340.0,0
"2018-10-29",5.7116,4.4687,7.3342,0.4874,0.0024,86400.0,0
"2018-10-30",3.0368,1.0055,5.4571,0.7856,0.0030,86400.0,0
"2018-10-31",4.2415,-2.1490,12.0912,22.7178,0.0162,86400.0,0
