date,wssTempTripleMean,wssTempTripleMinimum,wssTempTripleMaximum,wssTempTripleVariance,wssTempTripleStdErMean,wssTempTripleNumPts,tempTripleQF
"2018-04-01",12.2765,9.8065,15.8314,1.2935,0.0039,86400.0,0
"2018-04-02",4.2699,0.1552,9.8090,9.5310,0.0105,86340.0,0
"2018-04-03",6.3215,3.5923,10.7245,5.5736,0.0080,86400.0,0
"2018-04-04",12.7958,4.5019,19.1922,15.8974,0.0136,86370.0,0
"2018-04-05",3.0262,-1.4210,9.2503,11.2944,0.0114,86400.0,0
"2018-04-06",9.9577,3.1018,19.9351,33.8197,0.0198,86400.0,0
"2018-04-07",6.0033,0.5018,18.8727,42.7635,0.0222,86400.0,0
"2018-04-08",1.4350,-3.2106,7.9565,11.1646,0.0114,86340.0,0
"2018-04-09",0.7721,-1.0128,4.8198,1.1415,0.0036,86400.0,0
"2018-04-10",3.6831,0.7385,9.3721,7.6900,0.0094,86400.0,0
"2018-04-11",6.7857,3.3552,13.7033,11.9419,0.0118,86400.0,0
"2018-04-12",15.9685,12.2844,23.8949,16.4498,0.0138,86400.0,0
"2018-04-13",21.4846,16.3296,27.2918,9.5636,0.0105,86400.0,0
"2018-04-14",22.2665,17.8997,25.4559,4.4090,0.0071,86400.0,0
"2018-04-15",16.9198,7.3497,23.8052,26.1542,0.0174,86400.0,0
"2018-04-16",6.2598,4.2645,8.9510,1.8833,0.0047,86400.0,0
"2018-04-17",2.6089,0.7268,5.6648,1.6861,0.0044,86400.0,0
"2018-04-18",5.2330,-0.5483,15.3045,29.3706,0.0184,86400.0,0
"2018-04-19",8.8956,4.4090,14.5343,6.7792,0.0089,86400.0,0
"2018-04-20",5.8439,0.3335,13.2321,15.4543,0.0134,86400.0,0
"2018-04-21",8.8579,3.4746,15.1544,11.8292,0.0117,86400.0,0
"2018-04-22",12.5801,8.4959,17.8403,6.5478,0.0087,86400.0,0
"2018-04-23",11.7514,7.1746,17.1604,10.7930,0.0112,86400.0,0
"2018-04-24",10.2543,7.1465,14.0944,2.4474,0.0053,86400.0,0
"2018-04-25",11.4086,9.0604,17.3051,7.9519,0.0096,86400.0,0
"2018-04-26",13.1132,7.9274,19.5095,13.0140,0.0123,86400.0,0
"2018-04-27",12.3388,7.6475,17.3896,11.2415,0.0118,80463.0,0
"2018-04-28",16.3693,11.5960,22.8585,8.6760,0.0100,86400.0,0
"2018-04-29",7.3270,3.4678,15.1550,6.0300,0.0084,86400.0,0
"2018-04-30",11.2598,5.9185,19.5827,21.9628,0.0160,86302.0,0
