date,wssStaPresMean,wssStaPresMinimum,wssStaPresMaximum,wssStaPresVariance,wssStaPresStdErMean,wssStaPresNumPts,staPresQF,wssCorPres,corPresQF
"2019-10-01",101.09406,100.96947,101.20948,0.00573,0.00081,8640.0,0,101.67486,0
"2019-10-02",100.96112,100.76946,101.09947,0.00886,0.00101,8640.0,0,101.54239,0
"2019-10-03",101.01092,100.87946,101.17948,0.00623,0.00085,8640.0,0,101.59293,0
"2019-10-04",101.04806,100.81946,101.21948,0.01222,0.00122,8267.0,0,101.63274,1
"2019-10-05",101.02857,100.90947,101.20948,0.00749,0.00093,8640.0,0,101.61080,0
"2019-10-06",101.14008,101.04947,101.30948,0.00510,0.00077,8640.0,0,101.72322,0
"2019-10-07",100.90155,100.66945,101.19947,0.02309,0.00163,8640.0,0,101.48656,0
"2019-10-08",100.68655,100.50945,100.80946,0.00698,0.00090,8640.0,0,101.26819,0
"2019-10-09",100.94859,100.76946,101.14948,0.01164,0.00116,8640.0,0,101.53279,0
"2019-10-10",101.10950,101.00947,101.23948,0.00394,0.00068,8640.0,0,101.69685,0
"2019-10-11",101.12526,100.99947,101.27948,0.00636,0.00086,8640.0,0,101.71416,0
"2019-10-12",101.09451,100.95947,101.22948,0.00665,0.00088,8640.0,0,101.68355,0
"2019-10-13",101.13763,101.00947,101.26948,0.00528,0.00078,8640.0,0,101.72465,0
"2019-10-14",101.17066,101.04947,101.31948,0.00556,0.00080,8640.0,0,101.75689,0
"2019-10-15",101.14826,100.83946,101.30948,0.02363,0.00165,8640.0,0,101.73208,0
"2019-10-16",100.62118,100.25944,100.91946,0.03401,0.00198,8640.0,0,101.20135,0
"2019-10-17",100.71709,100.42944,100.93947,0.01377,0.00126,8640.0,0,101.30764,0
"2019-10-18",100.80100,100.63945,100.97947,0.00727,0.00092,8640.0,0,101.39808,0
"2019-10-19",100.39681,99.94942,100.75946,0.05832,0.00260,8640.0,0,100.98123,0
"2019-10-20",100.48247,100.04943,100.77946,0.05716,0.00257,8640.0,0,101.06257,0
"2019-10-21",100.90802,100.76946,101.02947,0.00354,0.00064,8640.0,0,101.49620,0
"2019-10-22",100.89394,100.71946,101.00947,0.00483,0.00075,8640.0,0,101.47423,0
"2019-10-23",101.24821,100.91946,101.47949,0.02129,0.00157,8640.0,0,101.84362,0
"2019-10-24",101.39953,101.26948,101.52949,0.00551,0.00080,8640.0,0,102.02298,1
"2019-10-25",101.32607,101.06947,101.52949,0.01839,0.00146,8640.0,0,,1
"2019-10-26",100.90626,100.56945,101.22948,0.03761,0.00209,8640.0,0,,1
"2019-10-27",100.84170,100.68946,101.00947,0.00735,0.00092,8640.0,0,,1
"2019-10-28",101.10352,100.92947,101.30948,0.00995,0.00110,8217.0,0,,1
"2019-10-29",101.23873,101.12947,101.39949,0.00561,0.00082,8335.0,0,,1
"2019-10-30",101.23095,101.00947,101.40949,0.01575,0.00135,8640.0,0,,1
"2019-10-31",101.05344,100.82946,101.17948,0.00992,0.00107,8640.0,0,,1
