date,wssTempTripleMean,wssTempTripleMinimum,wssTempTripleMaximum,wssTempTripleVariance,wssTempTripleStdErMean,wssTempTripleNumPts,tempTripleQF
"2019-10-01",25.6670,23.0406,31.2461,4.6747,0.0076,81870.0,0
"2019-10-02",25.2193,22.1385,30.5516,6.8334,0.0090,84720.0,0
"2019-10-03",25.6248,21.5251,31.5852,8.1483,0.0098,85680.0,0
"2019-10-04",25.1628,20.4186,31.8855,13.0483,0.0123,86220.0,0
"2019-10-05",25.0843,20.7342,31.1555,7.3614,0.0095,82170.0,0
"2019-10-06",24.8385,22.1195,28.5635,3.8153,0.0070,77490.0,0
"2019-10-07",23.1961,20.9762,26.5589,1.7566,0.0045,85230.0,0
"2019-10-08",23.9445,21.3120,28.1098,3.8206,0.0067,85929.0,0
"2019-10-09",23.8243,21.8534,27.4341,2.8313,0.0057,86100.0,0
"2019-10-10",22.8232,19.3749,28.3570,9.2519,0.0105,84671.0,0
"2019-10-11",22.6260,18.7192,28.4675,9.3574,0.0104,86280.0,0
"2019-10-12",22.9121,18.8466,28.2758,9.5786,0.0105,86400.0,0
"2019-10-13",23.6054,20.3866,28.7425,7.0888,0.0091,86400.0,0
"2019-10-15",24.7520,21.5738,30.6191,7.4558,0.0093,85560.0,0
"2019-10-16",24.6823,21.7586,29.0458,4.4065,0.0075,78780.0,0
"2019-10-17",20.8977,16.6342,24.9653,5.1952,0.0078,85920.0,0
"2019-10-18",18.8703,16.5077,21.6851,2.7845,0.0057,86400.0,0
"2019-10-19",22.1574,18.6933,26.4733,4.3858,0.0082,65370.0,1
"2019-10-20",24.4926,21.4299,28.0129,3.1200,0.0062,80130.0,0
"2019-10-21",22.5601,18.7480,26.3719,5.6761,0.0081,86340.0,0
"2019-10-22",25.0362,23.4364,30.3523,2.9692,0.0061,79980.0,0
"2019-10-23",20.4012,14.6816,24.6936,8.9989,0.0102,85680.0,0
"2019-10-24",21.2185,16.8073,27.8129,15.6059,0.0136,83929.0,0
"2019-10-25",24.4507,22.0160,29.6686,4.7033,0.0078,77910.0,0
"2019-10-27",24.4556,22.6142,27.3346,2.3613,0.0053,85350.0,0
"2019-10-28",24.9536,21.0236,30.3995,7.2274,0.0091,86400.0,0
"2019-10-29",25.8829,23.7824,30.2640,4.4593,0.0072,86340.0,0
"2019-10-30",25.4619,22.0859,30.8979,8.0272,0.0096,86340.0,0
"2019-10-31",25.7785,22.5041,30.7772,6.1337,0.0087,81720.0,0
