HOR.VER,start,end,referenceStart,referenceEnd,xOffset,yOffset,zOffset,pitch,roll,azimuth,referenceLatitude,referenceLongitude,referenceElevation
000.010,2010-01-01 00:00:00.0,,2010-01-01 00:00:00.0,,6.23,2.36,0.14,0.00,0.00,300.00,38.892925,-78.139494,352.43
000.015,2010-01-01 00:00:00.0,,2010-01-01 00:00:00.0,,-0.03,1.71,4.99,0.00,0.00,0.00,38.892925,-78.139494,352.43
000.020,2010-01-01 00:00:00.0,,2010-01-01 00:00:00.0,,6.23,2.36,6.64,0.00,0.00,300.00,38.892925,-78.139494,352.43
000.030,2010-01-01 00:00:00.0,,2010-01-01 00:00:00.0,,6.21,2.36,20.07,0.00,0.00,300.00,38.892925,-78.139494,352.43
000.040,2010-01-01 00:00:00.0,,2010-01-01 00:00:00.0,,6.25,2.36,32.30,0.00,0.00,300.00,38.892925,-78.139494,352.43
000.050,2010-01-01 00:00:00.0,,2010-01-01 00:00:00.0,,6.22,2.36,37.37,0.00,0.00,300.00,38.892925,-78.139494,352.43
000.060,2010-01-01 00:00:00.0,,2010-01-01 00:00:00.0,,1.86,5.16,51.01,0.00,0.00,0.00,38.892925,-78.139494,352.43
900.000,2010-01-01 00:00:00.0,,2010-01-01 00:00:00.0,,0.00,0.00,0.00,0.00,0.00,0.00,38.897550,-78.151700,353.00
