date,wssTempTripleMean,wssTempTripleMinimum,wssTempTripleMaximum,wssTempTripleVariance,wssTempTripleStdErMean,wssTempTripleNumPts,tempTripleQF
"2018-06-01",23.2774,19.0682,28.3219,7.9377,0.0096,86400.0,0
"2018-06-02",20.8456,19.0515,24.0774,1.6792,0.0044,86400.0,0
"2018-06-03",17.0883,12.9017,20.3980,4.9222,0.0075,86400.0,0
"2018-06-04",15.9765,11.9817,23.1217,17.6381,0.0143,86399.0,0
"2018-06-05",19.4912,15.7508,23.1684,3.4726,0.0063,86400.0,0
"2018-06-06",15.9234,12.2835,20.3252,3.8843,0.0067,86400.0,0
"2018-06-07",16.5636,12.1717,22.9529,14.5706,0.0130,86400.0,0
"2018-06-09",23.4275,17.2377,27.2665,3.5045,0.0064,86400.0,0
"2018-06-10",20.2914,17.1913,22.1321,1.2306,0.0038,86400.0,0
"2018-06-11",15.1508,12.5606,21.4977,4.4100,0.0071,86400.0,0
"2018-06-12",15.9261,13.3580,20.6690,5.6395,0.0083,81961.0,0
"2018-06-13",20.6967,16.5484,27.0756,12.1706,0.0119,86400.0,0
"2018-06-14",23.2156,18.6827,26.9690,5.6313,0.0081,86400.0,0
"2018-06-15",22.1293,18.3963,25.8174,3.6135,0.0065,86399.0,0
"2018-06-16",22.7989,18.0914,26.7381,5.6954,0.0081,86400.0,0
"2018-06-17",24.1865,21.0126,27.1914,2.0466,0.0049,86400.0,0
"2018-06-18",26.6716,22.2660,30.9713,5.6037,0.0081,86400.0,0
"2018-06-19",26.8381,21.7243,30.1318,5.3619,0.0079,86370.0,0
"2018-06-20",22.1744,19.3863,23.9329,1.0456,0.0035,86400.0,0
"2018-06-21",22.4849,19.4920,24.2202,0.5767,0.0026,86400.0,0
"2018-06-22",18.2009,14.1543,21.6511,3.9304,0.0067,86400.0,0
"2018-06-23",18.5492,16.0368,24.0453,6.8858,0.0089,86400.0,0
"2018-06-24",23.7704,20.8203,26.0943,1.1794,0.0037,86400.0,0
"2018-06-25",22.2229,19.1040,25.1069,2.4755,0.0054,86400.0,0
"2018-06-26",19.9698,16.1463,22.4709,3.0014,0.0059,86400.0,0
"2018-06-27",19.4622,17.5788,23.5196,3.6836,0.0065,86400.0,0
"2018-06-28",23.9738,20.5595,27.0210,3.1154,0.0060,86400.0,0
"2018-06-29",24.2357,20.5311,28.4673,5.1597,0.0077,86400.0,0
"2018-06-30",26.6132,22.6801,30.1187,2.7238,0.0056,86400.0,0
