date,wssTempTripleMean,wssTempTripleMinimum,wssTempTripleMaximum,wssTempTripleVariance,wssTempTripleStdErMean,wssTempTripleNumPts,tempTripleQF
"2019-04-01",14.1197,10.6860,22.5981,7.6434,0.0095,85170.0,0
"2019-04-02",14.3382,11.9611,19.3346,4.6138,0.0075,81990.0,0
"2019-04-03",15.2132,10.4938,21.6178,11.5102,0.0122,76830.0,0
"2019-04-04",17.4470,12.3385,25.5494,21.0752,0.0167,75960.0,0
"2019-04-05",20.0862,17.4076,24.6306,5.9484,0.0089,75180.0,0
"2019-04-06",22.4704,18.2217,29.7434,11.0075,0.0114,84750.0,0
"2019-04-07",23.0602,18.3546,29.8016,14.4739,0.0133,82140.0,0
"2019-04-08",22.8015,19.7474,28.7329,7.3101,0.0097,78150.0,0
"2019-04-09",22.3433,19.8042,27.5383,4.1116,0.0075,73650.0,1
"2019-04-10",21.1307,16.9187,26.3706,7.1338,0.0091,86070.0,0
"2019-04-11",21.4138,17.2482,28.5834,13.0088,0.0126,81720.0,0
"2019-04-12",24.0760,19.8297,30.7781,14.4979,0.0134,81120.0,0
"2019-04-13",25.1976,21.4017,30.5808,7.8296,0.0097,82440.0,0
"2019-04-14",24.5798,21.2791,30.4584,4.6999,0.0086,63270.0,1
"2019-04-15",19.2606,14.4341,24.0842,7.6084,0.0106,67830.0,1
"2019-04-16",18.9826,13.0555,26.2708,16.2291,0.0139,83820.0,0
"2019-04-17",20.5269,15.4315,27.4218,15.4242,0.0137,81630.0,0
"2019-04-18",22.5123,17.2391,29.8916,17.0315,0.0151,74730.0,0
"2019-04-19",22.6960,18.1190,28.0828,6.7792,0.0121,45960.0,1
"2019-04-20",15.8627,13.1360,19.6680,3.3182,0.0072,64650.0,1
"2019-04-21",16.9767,11.8263,23.2555,13.5593,0.0127,83610.0,0
"2019-04-22",19.7067,13.9827,27.4415,20.6952,0.0155,86100.0,0
"2019-04-23",21.5926,16.4486,28.8122,15.1418,0.0133,85920.0,0
"2019-04-24",22.3876,16.3611,29.1632,15.9092,0.0136,86400.0,0
"2019-04-25",23.4949,17.4667,28.9504,10.0255,0.0108,85616.0,0
"2019-04-26",22.1700,18.5423,27.6126,7.4418,0.0099,75600.0,0
"2019-04-27",21.5211,15.8057,27.3495,11.7553,0.0117,86070.0,0
"2019-04-28",22.7763,17.4081,29.7088,15.2397,0.0133,86070.0,0
"2019-04-29",22.5304,17.1033,28.5942,10.9238,0.0116,80520.0,0
"2019-04-30",22.7352,18.3154,29.5561,12.7260,0.0132,72630.0,1
