date,wssStaPresMean,wssStaPresMinimum,wssStaPresMaximum,wssStaPresVariance,wssStaPresStdErMean,wssStaPresNumPts,staPresQF,wssCorPres,corPresQF
"2019-07-01",97.03449,96.76475,97.16481,0.00725,0.00095,8110.0,0,101.10585,1
"2019-07-02",96.87057,96.64474,97.07479,0.01634,0.00138,8640.0,0,100.90974,0
"2019-07-03",96.96968,96.67475,97.15481,0.01922,0.00149,8640.0,0,100.97781,0
"2019-07-04",97.64693,97.15481,97.89491,0.03916,0.00213,8640.0,0,101.67836,0
"2019-07-05",97.95251,97.71489,98.06493,0.01032,0.00109,8640.0,0,101.98813,0
"2019-07-06",97.31709,96.82476,97.71489,0.08148,0.00307,8640.0,0,101.31391,0
"2019-07-07",97.20430,97.01479,97.39484,0.01597,0.00136,8640.0,0,101.24307,0
"2019-07-08",97.41347,97.27483,97.54486,0.00499,0.00076,8640.0,0,101.49978,0
"2019-07-09",97.52757,97.34483,97.68488,0.00671,0.00088,8640.0,0,101.59669,0
"2019-07-10",97.60179,97.48485,97.72488,0.00354,0.00065,8280.0,0,101.64770,0
"2019-07-11",97.33236,96.99479,97.53486,0.03012,0.00187,8640.0,0,101.36339,0
"2019-07-12",96.64984,96.47471,97.02479,0.02929,0.00184,8632.0,0,100.64135,0
"2019-07-13",97.04208,96.69475,97.24482,0.02101,0.00156,8640.0,0,101.05934,0
"2019-07-14",97.12665,97.02479,97.25482,0.00165,0.00044,8640.0,0,101.13484,0
"2019-07-15",97.53246,97.25482,97.68488,0.00838,0.00100,8459.0,0,101.60205,0
"2019-07-16",97.63396,97.39484,97.76489,0.00951,0.00105,8640.0,0,101.70239,0
"2019-07-17",97.30420,97.00478,97.48485,0.01266,0.00121,8640.0,0,101.31402,0
"2019-07-18",97.33448,97.15481,97.50485,0.00935,0.00104,8640.0,0,101.38498,0
"2019-07-19",97.10738,96.85477,97.34483,0.01950,0.00150,8639.0,0,101.14010,0
"2019-07-20",96.89889,96.72475,97.01479,0.00631,0.00087,8260.0,0,100.83546,0
"2019-07-21",96.75142,96.65474,96.88477,0.00298,0.00059,8640.0,0,100.69659,0
"2019-07-22",97.03819,96.83476,97.21482,0.00751,0.00093,8640.0,0,101.06798,0
"2019-07-23",96.92624,96.71475,97.19481,0.01465,0.00130,8640.0,0,101.01486,0
"2019-07-24",97.27196,97.09480,97.45485,0.00604,0.00084,8640.0,0,101.34762,0
"2019-07-25",97.72739,97.45485,97.93491,0.01682,0.00140,8640.0,0,101.82137,0
"2019-07-26",98.23452,97.93491,98.40498,0.01736,0.00142,8640.0,0,102.32885,0
"2019-07-27",98.31121,98.00492,98.48499,0.02029,0.00157,8262.0,0,102.38877,0
"2019-07-28",97.79770,97.41484,98.12494,0.04757,0.00235,8640.0,0,101.83956,0
"2019-07-29",97.42830,97.28483,97.56487,0.00589,0.00087,7866.0,0,101.45029,1
"2019-07-30",97.45444,97.32483,97.56487,0.00404,0.00068,8640.0,0,101.45046,0
"2019-07-31",97.54716,97.44485,97.65487,0.00243,0.00053,8640.0,0,101.56170,0
