"domainID","siteID","horizontalPosition","verticalPosition","date","wssStaPresMean","wssStaPresMinimum","wssStaPresMaximum","wssStaPresVariance","wssStaPresStdErMean","wssStaPresNumPts","staPresQF","wssCorPres","corPresQF"
"D03","OSBS","000","025","2018-08-30",101.56108,101.36973,101.75105,0.00617,0.00085,8640,0,102.14872,0
"D03","OSBS","000","025","2018-08-31",101.43458,101.20917,101.58046,0.00888,0.00101,8640,0,102.01654,0
"D03","OSBS","000","025","2018-09-01",101.46099,101.28945,101.60052,0.00619,0.00085,8640,0,102.04093,0
"D03","OSBS","000","025","2018-09-02",101.50211,101.35969,101.6206,0.00434,0.00071,8640,0,102.08457,0
"D03","OSBS","000","025","2018-09-03",101.52494,101.39983,101.66074,0.00406,0.00069,8640,0,102.10885,0
"D03","OSBS","000","025","2018-09-04",101.50347,101.36973,101.60052,0.00409,0.00069,8640,0,102.08622,0
"D03","OSBS","000","025","2018-09-05",101.48034,101.32959,101.61056,0.00611,0.00084,8640,0,102.06053,0
"D03","OSBS","000","025","2018-09-06",101.40965,101.11886,101.55036,0.01516,0.00132,8640,0,101.98999,0
"D03","OSBS","000","025","2018-09-07",101.23699,100.96834,101.40987,0.01612,0.00137,8640,0,101.81718,0
"D03","OSBS","000","025","2018-09-08",101.01687,100.77769,101.19914,0.01442,0.00129,8640,0,101.59772,0
"D03","OSBS","000","025","2018-09-09",100.86035,100.6372,101.00848,0.00924,0.00103,8640,0,101.43967,0
"D03","OSBS","000","025","2018-09-10",100.9903,100.79776,101.13893,0.00612,0.00084,8640,0,101.56952,0
"D03","OSBS","000","025","2018-09-11",101.17993,101.00848,101.33963,0.00894,0.00102,8640,0,101.76026,0
"D03","OSBS","000","025","2018-09-12",101.16064,100.96834,101.28945,0.00954,0.00105,8639,0,101.77078,1
"D03","OSBS","000","025","2018-09-13",101.10003,100.91817,101.25935,0.00858,0.001,8640,0,NA,1
"D03","OSBS","000","025","2018-09-14",100.91663,100.6071,101.16903,0.02691,0.00176,8640,0,NA,1
"D03","OSBS","000","025","2018-09-15",100.60648,100.37632,100.78772,0.01245,0.0012,8640,0,NA,1
"D03","OSBS","000","025","2018-09-16",100.57842,100.42648,100.73755,0.00649,0.00087,8640,0,NA,1
"D03","OSBS","000","025","2018-09-17",100.98362,100.73755,101.18911,0.01156,0.00116,8595,0,NA,1
"D03","OSBS","000","025","2018-09-18",101.00172,100.74758,101.14897,0.01641,0.00146,7745,0,NA,1
"D03","OSBS","000","025","2018-09-19",100.95999,100.79776,101.09879,0.00698,9e-04,8640,0,NA,1
"D03","OSBS","000","025","2018-09-20",101.23141,100.98841,101.47008,0.01307,0.00123,8640,0,NA,1
"D03","OSBS","000","025","2018-09-21",101.42486,101.23927,101.60052,0.00947,0.00105,8631,0,NA,1
"D03","OSBS","000","025","2018-09-22",101.32669,101.10883,101.49014,0.01301,0.00123,8640,0,NA,1
"D03","OSBS","000","025","2018-09-23",101.19163,101.00848,101.34966,0.0091,0.00103,8640,0,NA,1
"D03","OSBS","000","025","2018-09-24",101.2847,101.11886,101.42994,0.00509,0.00077,8640,0,NA,1
"D03","OSBS","000","025","2018-09-25",101.44463,101.28945,101.63063,0.00771,0.00094,8640,0,NA,1
"D03","OSBS","000","025","2018-09-26",101.4152,101.11886,101.60052,0.01871,0.00147,8640,0,101.8272,1
"D03","OSBS","000","025","2018-09-27",101.2873,101.05866,101.47008,0.01372,0.00126,8640,0,101.86792,0
"D03","OSBS","000","025","2018-09-28",101.37146,101.14897,101.51022,0.0072,0.00091,8640,0,101.94997,0
"D03","OSBS","000","025","2018-09-29",101.5325,101.32959,101.72094,0.00993,0.00107,8640,0,102.11401,0
"D03","OSBS","000","025","2018-09-30",101.58924,101.46004,101.75105,0.00707,9e-04,8640,0,102.1712,0
"D03","OSBS","000","025","2018-10-01",101.65325,101.54032,101.79119,0.00406,0.00069,8640,0,102.23916,0
"D03","OSBS","000","025","2018-10-02",101.58506,101.3898,101.72094,0.00781,0.00095,8640,0,102.17097,0
"D03","OSBS","000","025","2018-10-03",101.4082,101.22925,101.55036,0.01082,0.00115,8189,0,101.99312,1
"D03","OSBS","000","025","2018-10-04",101.3709,101.21921,101.58046,0.00975,0.00109,8157,0,101.95516,1
"D03","OSBS","000","025","2018-10-05",101.35438,101.20917,101.54032,0.00827,0.00098,8640,0,101.93865,0
"D03","OSBS","000","025","2018-10-06",101.40961,101.28945,101.56039,0.0052,0.00078,8640,0,101.99542,0
"D03","OSBS","000","025","2018-10-07",101.40983,101.25935,101.57042,0.00721,0.00091,8640,0,101.99469,0
"D03","OSBS","000","025","2018-10-08",101.2811,101.14897,101.39983,0.0052,0.00078,8640,0,101.8651,0
"D03","OSBS","000","025","2018-10-09",100.97083,100.6071,101.24931,0.03548,0.00203,8640,0,101.55211,0
"D03","OSBS","000","025","2018-10-10",100.51198,100.14552,100.79776,0.03671,0.00206,8639,0,101.08704,0
"D03","OSBS","000","025","2018-10-11",100.39841,100.17563,100.59707,0.01298,0.00123,8640,0,100.97101,0
"D03","OSBS","000","025","2018-10-12",100.63674,100.49672,100.8078,0.00828,0.00098,8640,0,101.21999,0
"D03","OSBS","000","025","2018-10-13",100.86137,100.58704,101.07872,0.01578,0.00138,8317,0,101.45394,0
"D03","OSBS","000","025","2018-10-14",101.24762,100.95831,101.42994,0.00937,0.00104,8640,0,101.8375,0
"D03","OSBS","000","025","2018-10-15",101.47843,101.33963,101.61056,0.00575,0.00082,8498,0,102.06253,0
"D03","OSBS","000","025","2018-10-16",101.50558,101.28945,101.6507,0.01101,0.00123,7334,0,102.08645,1
"D03","OSBS","000","025","2018-10-17",101.55414,101.40987,101.75105,0.00794,0.00096,8640,0,102.13447,0
"D03","OSBS","000","025","2018-10-18",101.7511,101.55036,101.93168,0.00879,0.00101,8640,0,102.33638,0
"D03","OSBS","000","025","2018-10-19",101.80554,101.56039,101.96178,0.01734,0.00145,8280,0,102.39373,1
"D03","OSBS","000","025","2018-10-20",101.32049,100.8981,101.6206,0.05214,0.00246,8640,0,101.90403,0
"D03","OSBS","000","025","2018-10-21",101.32379,101.00848,101.63063,0.03795,0.0021,8640,0,101.91769,0
"D03","OSBS","000","025","2018-10-22",101.71258,101.61056,101.92164,0.00744,0.00093,8640,0,102.31645,0
"D03","OSBS","000","025","2018-10-23",101.5717,101.40987,101.75105,0.01058,0.00111,8640,0,102.16908,0
"D03","OSBS","000","025","2018-10-24",101.3953,101.25935,101.51022,0.00534,0.00079,8640,0,101.98858,1
"D03","OSBS","000","025","2018-10-25",101.18888,100.93824,101.42994,0.02251,0.00161,8640,0,101.78546,0
"D03","OSBS","000","025","2018-10-26",100.47911,100.04518,100.97838,0.08241,0.00309,8640,0,101.0641,0
"D03","OSBS","000","025","2018-10-27",100.7078,100.23583,101.09879,0.05275,0.00247,8640,0,101.30599,0
"D03","OSBS","000","025","2018-10-28",101.54035,101.09879,101.85139,0.03445,0.00204,8247,0,102.14861,0
"D03","OSBS","000","025","2018-10-29",101.50766,101.28945,101.6507,0.0126,0.00121,8640,0,102.10777,0
"D03","OSBS","000","025","2018-10-30",101.58817,101.37977,101.80123,0.00983,0.00107,8640,0,102.1887,0
"D03","OSBS","000","025","2018-10-31",101.68632,101.49014,101.87147,0.0118,0.0012,8225,0,102.28566,0
"D03","OSBS","000","025","2018-11-01",101.20198,100.82786,101.56039,0.05179,0.00245,8639,0,101.79531,0
"D03","OSBS","000","025","2018-11-02",100.77255,100.53686,101.06869,0.01663,0.00139,8640,0,101.36068,0
"D03","OSBS","000","025","2018-11-03",101.50535,100.71748,101.89153,0.12653,0.00383,8640,0,102.11415,0
"D03","OSBS","000","025","2018-11-04",101.71925,101.40987,101.95175,0.02827,0.00181,8640,0,102.32402,0
"D03","OSBS","000","025","2018-11-05",101.40829,101.22925,101.58046,0.01233,0.00119,8640,0,101.99707,0
"D03","OSBS","000","025","2018-11-06",101.2515,101.06869,101.39983,0.00886,0.00101,8640,0,101.83713,0
"D03","OSBS","000","025","2018-11-07",101.24058,101.02855,101.43997,0.01111,0.00128,6762,1,101.83104,1
"D03","OSBS","000","025","2018-11-08",101.20845,101.03858,101.35969,0.00578,0.00082,8640,0,101.79565,0
"D03","OSBS","000","025","2018-11-09",101.20976,100.97838,101.33963,0.01219,0.00119,8640,0,101.79694,0
"D03","OSBS","000","025","2018-11-10",101.33876,101.10883,101.58046,0.02456,0.00169,8640,0,101.93304,0
"D03","OSBS","000","025","2018-11-11",101.70237,101.58046,101.87147,0.00546,0.00079,8640,0,102.30799,0
"D03","OSBS","000","025","2018-11-12",101.50437,101.10883,101.78115,0.04823,0.00236,8640,0,102.09754,0
"D03","OSBS","000","025","2018-11-13",101.24657,101.1289,101.37977,0.00436,0.00071,8640,0,101.83133,0
"D03","OSBS","000","025","2018-11-14",101.46859,101.25935,101.66074,0.01251,0.0012,8640,0,102.06404,0
"D03","OSBS","000","025","2018-11-15",101.17103,100.9282,101.37977,0.01122,0.00114,8640,0,101.77513,0
"D03","OSBS","000","025","2018-11-16",101.56845,101.33963,101.84136,0.01418,0.00128,8640,0,102.19271,0
"D03","OSBS","000","025","2018-11-17",101.74501,101.59049,101.96178,0.00994,0.00107,8640,0,102.36323,0
"D03","OSBS","000","025","2018-11-18",101.68828,101.49014,101.87147,0.01046,0.0011,8640,0,102.29378,0
"D03","OSBS","000","025","2018-11-19",101.53746,101.34966,101.70088,0.00942,0.00104,8640,0,102.13788,0
"D03","OSBS","000","025","2018-11-20",101.45128,101.32959,101.61056,0.0049,0.00075,8640,0,102.0533,0
"D03","OSBS","000","025","2018-11-21",101.70521,101.51022,101.96178,0.01182,0.00121,8053,0,102.31715,0
"D03","OSBS","000","025","2018-11-22",101.81433,101.6507,101.99188,0.00755,0.00093,8640,0,102.43059,0
"D03","OSBS","000","025","2018-11-23",101.49826,101.13893,101.74101,0.03516,0.00202,8640,0,102.1011,0
"D03","OSBS","000","025","2018-11-24",100.70277,100.38634,101.16903,0.05305,0.00248,8640,0,101.2949,0
"D03","OSBS","000","025","2018-11-25",100.8352,100.52682,101.08876,0.02939,0.00184,8640,0,101.43027,0
"D03","OSBS","000","025","2018-11-26",100.79083,100.56696,101.04862,0.01612,0.00137,8640,0,101.38776,0
"D03","OSBS","000","025","2018-11-27",101.03273,100.8078,101.26938,0.0122,0.00119,8640,0,101.65081,0
"D03","OSBS","000","025","2018-11-28",101.4651,101.11886,101.70088,0.01692,0.0014,8640,0,102.09533,0
"D03","OSBS","000","025","2018-11-29",101.73084,101.53028,101.97182,0.01226,0.00119,8640,0,102.35826,0
"D03","OSBS","000","025","2018-11-30",101.68344,101.4199,101.82129,0.01509,0.00133,8477,0,102.29964,0
"D03","OSBS","000","025","2018-12-01",101.18519,100.77769,101.53028,0.04881,0.00238,8640,0,101.78451,0
"D03","OSBS","000","025","2018-12-02",100.82316,100.66731,100.95831,0.00454,0.00072,8640,0,101.41068,0
"D03","OSBS","000","025","2018-12-03",100.88773,100.78772,100.98841,0.00196,0.00048,8606,0,101.47395,0
"D03","OSBS","000","025","2018-12-04",101.213,100.95831,101.49014,0.01887,0.00148,8640,0,101.81522,0
"D03","OSBS","000","025","2018-12-05",101.78419,101.33963,102.12234,0.04758,0.00235,8640,0,102.40767,0
"D03","OSBS","000","025","2018-12-06",102.2929,102.06213,102.55385,0.01123,0.00114,8640,0,102.92424,0
"D03","OSBS","000","025","2018-12-07",102.3712,102.19259,102.58395,0.00929,0.00104,8640,0,102.99601,0
"D03","OSBS","000","025","2018-12-08",102.00886,101.57042,102.33308,0.05201,0.00245,8640,0,102.62229,0
"D03","OSBS","000","025","2018-12-09",101.00607,100.6071,101.67077,0.11968,0.00372,8640,0,101.60408,0
"D03","OSBS","000","025","2018-12-10",101.25522,100.77769,101.67077,0.07231,0.00289,8640,0,101.87531,0
"D03","OSBS","000","025","2018-12-11",101.94163,101.67077,102.26283,0.03348,0.0021,7625,0,102.57024,1
"D03","OSBS","000","025","2018-12-12",102.14783,101.7495,102.32304,0.01256,0.00133,7065,0,102.78336,1
"D03","OSBS","000","025","2018-12-13",101.65335,101.30948,101.86951,0.02724,0.00204,6527,1,102.35898,1
"D03","OSBS","000","025","2018-12-14",101.12469,100.86947,101.34948,0.01181,0.00117,8640,0,101.63174,1
"D03","OSBS","000","025","2018-12-15",100.98181,100.81946,101.16947,0.00724,0.00092,8640,0,101.58142,0
"D03","OSBS","000","025","2018-12-16",101.31198,101.16947,101.56949,0.01315,0.00123,8640,0,101.91894,0
"D03","OSBS","000","025","2018-12-17",101.43231,101.24948,101.6695,0.00964,0.00106,8640,0,102.0498,0
"D03","OSBS","000","025","2018-12-18",101.33308,101.18948,101.48949,0.00645,0.00086,8640,0,101.94848,0
"D03","OSBS","000","025","2018-12-19",101.201,100.85946,101.36949,0.02311,0.00165,8442,0,101.81441,0
"D03","OSBS","000","025","2018-12-20",100.1726,99.26939,100.93947,0.20947,0.00492,8640,0,100.76992,0
"D03","OSBS","000","025","2018-12-21",99.54198,99.16939,100.35944,0.10015,0.00348,8289,0,100.14016,0
"D03","OSBS","000","025","2018-12-22",101.16238,100.35944,101.58949,0.1308,0.00389,8640,0,101.78134,0
"D03","OSBS","000","025","2018-12-23",101.81636,101.58949,102.06952,0.01145,0.00115,8640,0,102.44322,0
"D03","OSBS","000","025","2018-12-24",101.81034,101.6395,101.97952,0.00728,0.00097,7721,0,102.42903,1
"D03","OSBS","000","025","2018-12-25",101.80814,101.6795,102.01951,0.00738,0.00092,8640,0,102.42227,0
"D03","OSBS","000","025","2018-12-26",102.00296,101.87951,102.22953,0.01033,0.00109,8640,0,102.61847,0
"D03","OSBS","000","025","2018-12-27",101.73237,101.40949,101.97952,0.02784,0.0018,8640,0,102.33793,0
"D03","OSBS","000","025","2018-12-28",101.35976,101.21948,101.49949,0.00537,0.00079,8640,0,101.95018,0
"D03","OSBS","000","025","2018-12-29",101.54628,101.32949,101.85951,0.01737,0.00142,8640,0,102.14147,0
"D03","OSBS","000","025","2018-12-30",101.55619,101.39949,101.7295,0.00649,0.00087,8640,0,102.15438,0
"D03","OSBS","000","025","2018-12-31",101.52146,101.32949,101.7095,0.01085,0.00112,8640,0,102.11373,0
"D03","OSBS","000","025","2019-01-01",101.51284,101.40949,101.7195,0.00573,0.00081,8640,0,102.10898,0
"D03","OSBS","000","025","2019-01-02",101.54479,101.30948,101.7395,0.01335,0.00124,8640,0,102.14205,0
"D03","OSBS","000","025","2019-01-03",101.20883,100.99947,101.40949,0.0147,0.0013,8640,0,101.80275,0
"D03","OSBS","000","025","2019-01-04",100.8163,100.42944,101.07947,0.03207,0.00193,8640,0,101.409,0
"D03","OSBS","000","025","2019-01-05",100.93669,100.60945,101.30948,0.03839,0.00211,8640,0,101.54589,0
"D03","OSBS","000","025","2019-01-06",101.48305,101.30948,101.7495,0.01137,0.00115,8624,0,102.0993,0
"D03","OSBS","000","025","2019-01-07",101.73467,101.58949,101.99951,0.01074,0.00111,8640,0,102.34699,0
"D03","OSBS","000","025","2019-01-08",101.62322,101.36949,101.8095,0.01521,0.00133,8640,0,102.22971,0
"D03","OSBS","000","025","2019-01-09",101.36249,101.16947,101.51949,0.01085,0.00112,8640,0,101.97103,0
"D03","OSBS","000","025","2019-01-10",101.34846,101.23948,101.56949,0.00762,0.00094,8640,0,101.97274,0
"D03","OSBS","000","025","2019-01-11",101.6581,101.47949,101.84951,0.00857,0.001,8640,0,102.28257,0
"D03","OSBS","000","025","2019-01-12",101.74844,101.56949,101.91951,0.00772,0.00095,8640,0,102.36026,0
"D03","OSBS","000","025","2019-01-13",101.418,101.20948,101.6595,0.01664,0.00139,8640,0,102.01888,0
"D03","OSBS","000","025","2019-01-14",101.59495,101.33948,101.85951,0.01567,0.00135,8640,0,102.21009,0
"D03","OSBS","000","025","2019-01-15",101.71446,101.6395,101.88951,0.004,0.00068,8640,0,102.33838,0
"D03","OSBS","000","025","2019-01-16",101.82739,101.7395,102.02951,0.00562,0.00081,8640,0,102.45596,0
"D03","OSBS","000","025","2019-01-17",101.80769,101.48949,102.00952,0.01799,0.00144,8640,0,102.43269,0
"D03","OSBS","000","025","2019-01-18",101.51845,101.22948,101.7095,0.02205,0.0016,8640,0,102.12969,0
"D03","OSBS","000","025","2019-01-19",101.06594,100.43945,101.39949,0.08269,0.00309,8640,0,101.6683,0
"D03","OSBS","000","025","2019-01-20",100.44252,99.85942,101.19947,0.11538,0.00365,8640,0,101.04819,0
"D03","OSBS","000","025","2019-01-21",101.8737,101.19947,102.28953,0.08329,0.0031,8640,0,102.50746,0
"D03","OSBS","000","025","2019-01-22",102.33363,102.19952,102.50954,0.00645,0.00086,8640,0,102.95824,0
"D03","OSBS","000","025","2019-01-23",101.78286,101.02947,102.22953,0.13917,0.00401,8640,0,102.38864,0
"D03","OSBS","000","025","2019-01-24",100.64396,100.27944,101.02947,0.03069,0.00188,8640,0,101.23861,0
"D03","OSBS","000","025","2019-01-25",101.51627,100.95947,101.91951,0.06629,0.00277,8640,0,102.13996,0
"D03","OSBS","000","025","2019-01-26",101.79911,101.55949,101.96951,0.01314,0.00123,8640,0,102.42497,0
"D03","OSBS","000","025","2019-01-27",101.28838,100.77946,101.62949,0.06079,0.00265,8640,0,101.91301,0
"D03","OSBS","000","025","2019-01-28",101.01503,100.74946,101.29949,0.01998,0.00152,8640,0,101.63573,0
"D03","OSBS","000","025","2019-01-29",101.08168,100.86947,101.28948,0.0141,0.00128,8646,0,101.70305,0
"D03","OSBS","000","025","2019-01-30",101.52745,100.97947,101.89951,0.0862,0.00316,8619,0,102.15453,0
"D03","OSBS","000","025","2019-01-31",102.11159,101.89951,102.36953,0.01231,0.00119,8640,0,102.74593,0
"D03","OSBS","000","025","2019-02-01",101.88972,101.6395,102.10952,0.01623,0.00137,8640,0,102.50621,0
"D03","OSBS","000","025","2019-02-02",101.59616,101.28948,101.8095,0.02431,0.00168,8640,0,102.20223,0
"D03","OSBS","000","025","2019-02-03",101.14944,100.97947,101.36949,0.01469,0.0013,8640,0,101.75465,0
"D03","OSBS","000","025","2019-02-04",101.17522,101.01947,101.41949,0.0094,0.00104,8640,0,101.78028,0
"D03","OSBS","000","025","2019-02-05",101.31706,101.14948,101.5495,0.01132,0.00114,8640,0,101.92389,0
"D03","OSBS","000","025","2019-02-06",101.48979,101.29949,101.6795,0.00878,0.00101,8640,0,102.09147,0
"D03","OSBS","000","025","2019-02-07",101.53266,101.40949,101.6795,0.00486,0.00075,8640,0,102.13264,0
"D03","OSBS","000","025","2019-02-08",101.65955,101.46949,101.86951,0.00968,0.00111,7832,0,102.25827,1
"D03","OSBS","000","025","2019-02-09",102.21716,101.7195,102.49954,0.04362,0.00225,8640,0,102.82737,0
"D03","OSBS","000","025","2019-02-10",102.21144,101.88951,102.40954,0.02542,0.00172,8640,0,102.8199,0
"D03","OSBS","000","025","2019-02-11",101.57948,101.14948,101.97952,0.06194,0.00268,8640,0,102.17696,0
"D03","OSBS","000","025","2019-02-12",101.12411,100.82946,101.31948,0.02675,0.00184,7882,0,101.715,1
"D03","OSBS","000","025","2019-02-13",101.27451,100.80946,101.58949,0.03717,0.00207,8640,0,101.88314,0
"D03","OSBS","000","025","2019-02-14",101.42815,101.08947,101.6395,0.02816,0.00181,8640,0,102.04472,0
"D03","OSBS","000","025","2019-02-15",101.02488,100.65946,101.26948,0.02938,0.00184,8640,0,101.62943,0
"D03","OSBS","000","025","2019-02-16",100.60617,100.33944,100.80946,0.01701,0.0014,8640,0,101.20386,0
"D03","OSBS","000","025","2019-02-17",100.77454,100.51944,100.98947,0.01169,0.00116,8640,0,101.36384,0
"D03","OSBS","000","025","2019-02-18",101.12773,100.84946,101.51949,0.02793,0.0018,8640,0,101.71599,0
"D03","OSBS","000","025","2019-02-19",101.73304,101.50949,101.90951,0.01017,0.00108,8640,0,102.3339,0
"D03","OSBS","000","025","2019-02-20",101.41275,101.07947,101.6795,0.03275,0.00195,8640,0,102.00991,0
"D03","OSBS","000","025","2019-02-21",101.35274,101.18948,101.59949,0.01249,0.0012,8640,0,101.94088,0
"D03","OSBS","000","025","2019-02-22",101.47236,101.28948,101.6695,0.0098,0.00107,8640,0,102.06334,0
"D03","OSBS","000","025","2019-02-23",101.42466,101.12947,101.58949,0.02373,0.00166,8640,0,102.01179,0
"D03","OSBS","000","025","2019-02-24",101.18432,100.98947,101.31948,0.006,0.00083,8646,0,101.77154,0
"D03","OSBS","000","025","2019-02-25",101.86638,101.22948,102.24953,0.10484,0.00348,8640,0,102.4766,0
"D03","OSBS","000","025","2019-02-26",102.04892,101.7695,102.23952,0.02079,0.00155,8640,0,102.66071,0
"D03","OSBS","000","025","2019-02-27",101.52066,101.10947,101.89951,0.04698,0.00233,8640,0,102.12023,0
"D03","OSBS","000","025","2019-02-28",101.18442,101.06947,101.33948,0.00408,0.00069,8640,0,101.78047,0
"D03","OSBS","000","025","2019-03-01",101.30804,101.12947,101.50949,0.00573,0.00081,8640,0,101.90547,0
"D03","OSBS","000","025","2019-03-02",101.35545,101.19947,101.47949,0.00561,0.00081,8640,0,101.9545,0
"D03","OSBS","000","025","2019-03-03",100.98689,100.42944,101.32949,0.08159,0.00307,8640,0,101.57903,0
"D03","OSBS","000","025","2019-03-04",100.71182,100.44944,101.01947,0.02348,0.00165,8640,0,101.30584,0
"D03","OSBS","000","025","2019-03-05",101.24919,100.98947,101.51949,0.02252,0.00161,8640,0,101.86802,0
"D03","OSBS","000","025","2019-03-06",102.00118,101.45949,102.35953,0.05025,0.00241,8640,0,102.63071,0
"D03","OSBS","000","025","2019-03-07",102.12622,101.7795,102.35953,0.02473,0.00169,8640,0,102.75249,0
"D03","OSBS","000","025","2019-03-08",101.75353,101.38949,101.98951,0.03446,0.002,8640,0,102.3646,0
"D03","OSBS","000","025","2019-03-09",101.37919,101.11948,101.52949,0.01152,0.00115,8640,0,101.97935,0
"D03","OSBS","000","025","2019-03-10",101.4399,101.15948,101.6595,0.01106,0.00113,8640,0,102.03135,0
"D03","OSBS","000","025","2019-03-11",101.56131,101.35949,101.75951,0.01142,0.00115,8640,0,102.15437,0
"D03","OSBS","000","025","2019-03-12",101.57976,101.40949,101.75951,0.0096,0.00105,8640,0,102.1763,0
"D03","OSBS","000","025","2019-03-13",101.61191,101.44949,101.79951,0.00877,0.00101,8601,0,102.21465,0
"D03","OSBS","000","025","2019-03-14",101.49361,101.22948,101.6495,0.01628,0.00137,8640,0,102.08974,0
"D03","OSBS","000","025","2019-03-15",101.39373,101.12947,101.5495,0.01653,0.00138,8640,0,101.98711,0
"D03","OSBS","000","025","2019-03-16",101.40752,101.21948,101.5795,0.01018,0.00109,8640,0,102.00593,0
"D03","OSBS","000","025","2019-03-17",101.46577,101.29949,101.6695,0.0082,0.00097,8640,0,102.07669,0
"D03","OSBS","000","025","2019-03-18",101.47503,101.31948,101.6495,0.00641,0.00086,8640,0,102.08448,0
"D03","OSBS","000","025","2019-03-19",101.54366,101.36949,101.6595,0.00506,0.00077,8640,0,102.15463,0
"D03","OSBS","000","025","2019-03-20",101.4167,101.11948,101.6895,0.02693,0.00177,8640,0,102.02366,0
"D03","OSBS","000","025","2019-03-21",101.02193,100.58945,101.28948,0.04928,0.00239,8640,0,101.62901,0
"D03","OSBS","000","025","2019-03-22",101.07794,100.69945,101.28948,0.0167,0.00152,7250,0,101.68857,1
"D03","OSBS","000","025","2019-03-23",NA,NA,NA,NA,NA,0,1,NA,1
"D03","OSBS","000","025","2019-03-24",NA,NA,NA,NA,NA,0,1,NA,1
"D03","OSBS","000","025","2019-03-25",NA,NA,NA,NA,NA,0,1,NA,1
"D03","OSBS","000","025","2019-03-26",NA,NA,NA,NA,NA,0,1,NA,1
"D03","OSBS","000","025","2019-03-27",101.66406,101.59949,101.7795,0.00179,0.00078,2939,1,102.27034,1
"D03","OSBS","000","025","2019-03-28",101.84298,101.7095,102.05952,0.00788,0.00098,8269,0,102.45096,0
"D03","OSBS","000","025","2019-03-29",101.70211,101.39949,101.95951,0.02637,0.00175,8640,0,102.3067,0
"D03","OSBS","000","025","2019-03-30",101.32966,101.00947,101.52949,0.02443,0.00168,8640,0,101.92835,0
"D03","OSBS","000","025","2019-03-31",101.04393,100.81946,101.18948,0.01032,0.00109,8640,0,101.63747,0
"D03","OSBS","000","025","2019-04-01",101.30538,101.01947,101.55949,0.01755,0.00143,8640,0,101.91371,0
"D03","OSBS","000","025","2019-04-02",101.27879,101.03947,101.44949,0.00987,0.00107,8640,0,101.88639,0
"D03","OSBS","000","025","2019-04-03",101.8924,101.37948,102.20952,0.04141,0.00219,8640,0,102.50339,0
"D03","OSBS","000","025","2019-04-04",101.94376,101.56949,102.11952,0.02715,0.00177,8640,0,102.54907,0
"D03","OSBS","000","025","2019-04-05",101.38937,101.17948,101.6795,0.02323,0.00164,8640,0,101.98483,0
"D03","OSBS","000","025","2019-04-06",101.39765,101.19947,101.55949,0.00767,0.00094,8640,0,101.98915,0
"D03","OSBS","000","025","2019-04-07",101.50167,101.21948,101.7295,0.01911,0.00149,8640,0,102.09178,0
"D03","OSBS","000","025","2019-04-08",101.18962,100.71946,101.44949,0.04437,0.00227,8640,0,101.77735,0
"D03","OSBS","000","025","2019-04-09",100.4743,99.99943,100.88946,0.07697,0.00298,8640,0,101.05821,0
"D03","OSBS","000","025","2019-04-10",100.22677,100.08942,100.37944,0.00484,0.00075,8640,0,100.81324,0
"D03","OSBS","000","025","2019-04-11",100.53841,100.30944,100.72946,0.00791,0.0014,4014,1,101.13275,1
"D03","OSBS","000","025","2019-04-12",NA,NA,NA,NA,NA,0,1,NA,1
"D03","OSBS","000","025","2019-04-13",NA,NA,NA,NA,NA,0,1,NA,1
"D03","OSBS","000","025","2019-04-14",NA,NA,NA,NA,NA,0,1,NA,1
"D03","OSBS","000","025","2019-04-15",NA,NA,NA,NA,NA,0,1,NA,1
"D03","OSBS","000","025","2019-04-16",NA,NA,NA,NA,NA,0,1,NA,1
"D03","OSBS","000","025","2019-04-17",NA,NA,NA,NA,NA,0,1,NA,1
"D03","OSBS","000","025","2019-04-18",NA,NA,NA,NA,NA,0,1,NA,1
"D03","OSBS","000","025","2019-04-19",NA,NA,NA,NA,NA,0,1,NA,1
"D03","OSBS","000","025","2019-04-20",NA,NA,NA,NA,NA,0,1,NA,1
"D03","OSBS","000","025","2019-04-21",NA,NA,NA,NA,NA,0,1,NA,1
"D03","OSBS","000","025","2019-04-22",NA,NA,NA,NA,NA,0,1,NA,1
"D03","OSBS","000","025","2019-04-23",NA,NA,NA,NA,NA,0,1,NA,1
"D03","OSBS","000","025","2019-04-24",NA,NA,NA,NA,NA,0,1,NA,1
"D03","OSBS","000","025","2019-04-25",100.84233,100.66945,101.10947,0.01628,0.00227,3162,1,101.41966,1
"D03","OSBS","000","025","2019-04-26",100.58813,100.30944,100.83946,0.02471,0.00169,8640,0,101.17485,0
"D03","OSBS","000","025","2019-04-27",100.96785,100.53945,101.26948,0.02982,0.00186,8640,0,101.56121,0
"D03","OSBS","000","025","2019-04-28",101.1418,100.90947,101.35949,0.01025,0.00112,8231,0,101.73241,0
"D03","OSBS","000","025","2019-04-29",101.4593,101.13947,101.6595,0.01608,0.00136,8640,0,102.05057,0
"D03","OSBS","000","025","2019-04-30",101.6689,101.53949,101.79951,0.00777,0.00095,8640,0,102.25959,0
"D03","OSBS","000","025","2019-05-01",101.68766,101.53949,101.86951,0.00858,0.00102,8247,0,102.27632,0
"D03","OSBS","000","025","2019-05-02",101.38559,101.05947,101.6695,0.02954,0.00185,8640,0,101.97304,0
"D03","OSBS","000","025","2019-05-03",100.95208,100.73946,101.15948,0.01086,0.00112,8640,0,101.53689,0
"D03","OSBS","000","025","2019-05-04",100.82098,100.47945,100.98947,0.0181,0.00145,8640,0,101.40211,0
