"domainID","siteID","horizontalPosition","verticalPosition","date","wssPrecipTotal","precipQF"
"D03","OSBS","900","000","2018-05-17",6.33,0
"D03","OSBS","900","000","2018-05-18",4.63,0
"D03","OSBS","900","000","2018-05-19",0.99,0
"D03","OSBS","900","000","2018-05-20",11.22,0
"D03","OSBS","900","000","2018-05-21",9.24,0
"D03","OSBS","900","000","2018-05-22",6.1,0
"D03","OSBS","900","000","2018-05-23",2.05,0
"D03","OSBS","900","000","2018-05-24",1.55,0
"D03","OSBS","900","000","2018-05-25",1.43,0
"D03","OSBS","900","000","2018-05-26",1.33,0
"D03","OSBS","900","000","2018-05-27",17.58,0
"D03","OSBS","900","000","2018-05-28",6.31,0
"D03","OSBS","900","000","2018-05-29",9.2,0
"D03","OSBS","900","000","2018-05-30",26.13,0
"D03","OSBS","900","000","2018-05-31",1.11,0
"D03","OSBS","900","000","2018-06-01",4.73,0
"D03","OSBS","900","000","2018-06-02",2,0
"D03","OSBS","900","000","2018-06-03",7.95,0
"D03","OSBS","900","000","2018-06-04",7.24,0
"D03","OSBS","900","000","2018-06-05",1.42,0
"D03","OSBS","900","000","2018-06-06",6.81,0
"D03","OSBS","900","000","2018-06-07",1.4,0
"D03","OSBS","900","000","2018-06-08",1.62,0
"D03","OSBS","900","000","2018-06-09",2.4,0
"D03","OSBS","900","000","2018-06-10",1.93,0
"D03","OSBS","900","000","2018-06-11",3.55,0
"D03","OSBS","900","000","2018-06-12",12.98,0
"D03","OSBS","900","000","2018-06-13",1.24,0
"D03","OSBS","900","000","2018-06-14",1.71,0
"D03","OSBS","900","000","2018-06-15",1.41,0
"D03","OSBS","900","000","2018-06-16",2.47,0
"D03","OSBS","900","000","2018-06-17",1.61,0
"D03","OSBS","900","000","2018-06-18",2.54,0
"D03","OSBS","900","000","2018-06-19",4.88,0
"D03","OSBS","900","000","2018-06-20",9.02,0
"D03","OSBS","900","000","2018-06-21",1.93,0
"D03","OSBS","900","000","2018-06-22",1.14,0
"D03","OSBS","900","000","2018-06-23",1.77,0
"D03","OSBS","900","000","2018-06-24",2.7,0
"D03","OSBS","900","000","2018-06-25",1.45,0
"D03","OSBS","900","000","2018-06-26",1.4,0
"D03","OSBS","900","000","2018-06-27",2.78,0
"D03","OSBS","900","000","2018-06-28",1.42,0
"D03","OSBS","900","000","2018-06-29",3.49,0
"D03","OSBS","900","000","2018-06-30",2.27,0
"D03","OSBS","900","000","2018-07-01",3.31,0
"D03","OSBS","900","000","2018-07-02",1.44,0
"D03","OSBS","900","000","2018-07-03",3.54,0
"D03","OSBS","900","000","2018-07-04",7.79,0
"D03","OSBS","900","000","2018-07-05",1.72,0
"D03","OSBS","900","000","2018-07-06",1.01,0
"D03","OSBS","900","000","2018-07-07",3.19,0
"D03","OSBS","900","000","2018-07-08",1.29,0
"D03","OSBS","900","000","2018-07-09",2.23,0
"D03","OSBS","900","000","2018-07-10",0.77,0
"D03","OSBS","900","000","2018-07-11",1.65,0
"D03","OSBS","900","000","2018-07-12",2.7,0
"D03","OSBS","900","000","2018-07-13",4.07,0
"D03","OSBS","900","000","2018-07-14",4.28,0
"D03","OSBS","900","000","2018-07-15",1.61,0
"D03","OSBS","900","000","2018-07-16",1.44,0
"D03","OSBS","900","000","2018-07-17",1.87,0
"D03","OSBS","900","000","2018-07-18",3.19,0
"D03","OSBS","900","000","2018-07-19",1.27,0
"D03","OSBS","900","000","2018-07-20",2.64,0
"D03","OSBS","900","000","2018-07-21",0.34,0
"D03","OSBS","900","000","2018-07-22",15.51,0
"D03","OSBS","900","000","2018-07-23",11.33,0
"D03","OSBS","900","000","2018-07-24",1.49,0
"D03","OSBS","900","000","2018-07-25",0.57,0
"D03","OSBS","900","000","2018-07-26",0.75,0
"D03","OSBS","900","000","2018-07-27",0.47,0
"D03","OSBS","900","000","2018-07-28",0.42,0
"D03","OSBS","900","000","2018-07-29",0.59,0
"D03","OSBS","900","000","2018-07-30",6.48,0
"D03","OSBS","900","000","2018-07-31",0.66,0
"D03","OSBS","900","000","2018-08-01",0.58,0
"D03","OSBS","900","000","2018-08-02",1.96,0
"D03","OSBS","900","000","2018-08-03",1.48,0
"D03","OSBS","900","000","2018-08-04",1.32,0
"D03","OSBS","900","000","2018-08-05",1.33,0
"D03","OSBS","900","000","2018-08-06",1.24,0
"D03","OSBS","900","000","2018-08-07",2.69,0
"D03","OSBS","900","000","2018-08-08",1.57,0
"D03","OSBS","900","000","2018-08-09",1.93,0
"D03","OSBS","900","000","2018-08-10",1.12,0
"D03","OSBS","900","000","2018-08-11",1.53,0
"D03","OSBS","900","000","2018-08-12",4.7,0
"D03","OSBS","900","000","2018-08-13",1.41,0
"D03","OSBS","900","000","2018-08-14",2.64,0
"D03","OSBS","900","000","2018-08-15",2.82,0
"D03","OSBS","900","000","2018-08-16",6.44,1
"D03","OSBS","900","000","2018-08-17",3.43,0
"D03","OSBS","900","000","2018-08-18",1.81,0
"D03","OSBS","900","000","2018-08-19",1.18,0
"D03","OSBS","900","000","2018-08-20",19.91,0
"D03","OSBS","900","000","2018-08-21",3.7,0
"D03","OSBS","900","000","2018-08-22",1.92,0
"D03","OSBS","900","000","2018-08-23",1.7,0
"D03","OSBS","900","000","2018-08-24",9.23,0
"D03","OSBS","900","000","2018-08-25",1.89,0
"D03","OSBS","900","000","2018-08-26",3.74,0
"D03","OSBS","900","000","2018-08-27",1.3,0
"D03","OSBS","900","000","2018-08-28",1.58,0
"D03","OSBS","900","000","2018-08-29",7.57,0
"D03","OSBS","900","000","2018-08-30",7.64,0
"D03","OSBS","900","000","2018-08-31",1.88,0
"D03","OSBS","900","000","2018-09-01",1.4,0
"D03","OSBS","900","000","2018-09-02",2.18,0
"D03","OSBS","900","000","2018-09-03",6.45,0
"D03","OSBS","900","000","2018-09-04",1.35,0
"D03","OSBS","900","000","2018-09-05",2.29,0
"D03","OSBS","900","000","2018-09-06",2.57,0
"D03","OSBS","900","000","2018-09-07",1.58,0
"D03","OSBS","900","000","2018-09-08",1.69,0
"D03","OSBS","900","000","2018-09-09",1.29,0
"D03","OSBS","900","000","2018-09-10",3.44,0
"D03","OSBS","900","000","2018-09-11",1.92,0
"D03","OSBS","900","000","2018-09-12",1.58,0
"D03","OSBS","900","000","2018-09-13",5.24,0
"D03","OSBS","900","000","2018-09-14",1.16,0
"D03","OSBS","900","000","2018-09-15",2.2,0
"D03","OSBS","900","000","2018-09-16",11.94,0
"D03","OSBS","900","000","2018-09-17",2.32,0
"D03","OSBS","900","000","2018-09-18",2.77,0
"D03","OSBS","900","000","2018-09-19",2.98,0
"D03","OSBS","900","000","2018-09-20",4.1,0
"D03","OSBS","900","000","2018-09-21",1.34,0
"D03","OSBS","900","000","2018-09-22",3.05,0
"D03","OSBS","900","000","2018-09-23",1.85,0
"D03","OSBS","900","000","2018-09-24",3.88,0
"D03","OSBS","900","000","2018-09-25",1.79,0
"D03","OSBS","900","000","2018-09-26",14.22,0
"D03","OSBS","900","000","2018-09-27",4.15,0
"D03","OSBS","900","000","2018-09-28",2.08,0
"D03","OSBS","900","000","2018-09-29",8.97,0
"D03","OSBS","900","000","2018-09-30",2.12,0
"D03","OSBS","900","000","2018-10-01",11.12,0
"D03","OSBS","900","000","2018-10-02",2.28,0
"D03","OSBS","900","000","2018-10-03",1.61,0
"D03","OSBS","900","000","2018-10-04",1.42,0
"D03","OSBS","900","000","2018-10-05",1.18,0
"D03","OSBS","900","000","2018-10-06",2.44,0
"D03","OSBS","900","000","2018-10-07",2.32,0
"D03","OSBS","900","000","2018-10-08",3.19,0
"D03","OSBS","900","000","2018-10-09",4.15,0
"D03","OSBS","900","000","2018-10-10",1.96,0
"D03","OSBS","900","000","2018-10-11",2.17,0
"D03","OSBS","900","000","2018-10-12",2.15,0
"D03","OSBS","900","000","2018-10-13",2.02,0
"D03","OSBS","900","000","2018-10-14",1.83,0
"D03","OSBS","900","000","2018-10-15",2.52,0
"D03","OSBS","900","000","2018-10-16",1.89,0
"D03","OSBS","900","000","2018-10-17",2.58,0
"D03","OSBS","900","000","2018-10-18",1.77,0
"D03","OSBS","900","000","2018-10-19",1.7,0
"D03","OSBS","900","000","2018-10-20",2.13,0
"D03","OSBS","900","000","2018-10-21",1.6,0
"D03","OSBS","900","000","2018-10-22",1.87,0
"D03","OSBS","900","000","2018-10-23",1.29,0
"D03","OSBS","900","000","2018-10-24",1.86,0
"D03","OSBS","900","000","2018-10-25",3.31,0
"D03","OSBS","900","000","2018-10-26",4.05,0
"D03","OSBS","900","000","2018-10-27",1.65,0
"D03","OSBS","900","000","2018-10-28",1.86,0
"D03","OSBS","900","000","2018-10-29",2.29,0
"D03","OSBS","900","000","2018-10-30",1.77,0
"D03","OSBS","900","000","2018-10-31",1.61,0
"D03","OSBS","900","000","2018-11-01",2.1,0
"D03","OSBS","900","000","2018-11-02",9.62,0
"D03","OSBS","900","000","2018-11-03",2.46,0
"D03","OSBS","900","000","2018-11-04",1.38,0
"D03","OSBS","900","000","2018-11-05",3.23,0
"D03","OSBS","900","000","2018-11-06",1.63,0
"D03","OSBS","900","000","2018-11-08",17.75,0
"D03","OSBS","900","000","2018-11-09",1.6,0
"D03","OSBS","900","000","2018-11-10",0.67,0
"D03","OSBS","900","000","2018-11-11",1.89,0
"D03","OSBS","900","000","2018-11-12",2,0
"D03","OSBS","900","000","2018-11-13",1.56,0
"D03","OSBS","900","000","2018-11-14",1.32,0
"D03","OSBS","900","000","2018-11-15",19.51,0
"D03","OSBS","900","000","2018-11-16",2.79,0
"D03","OSBS","900","000","2018-11-17",2.01,0
"D03","OSBS","900","000","2018-11-18",1.62,0
"D03","OSBS","900","000","2018-11-19",3.21,0
"D03","OSBS","900","000","2018-11-20",1.68,0
"D03","OSBS","900","000","2018-11-22",1.41,0
"D03","OSBS","900","000","2018-11-23",2.13,0
"D03","OSBS","900","000","2018-11-24",1.34,0
"D03","OSBS","900","000","2018-11-25",2.01,0
"D03","OSBS","900","000","2018-11-26",8.39,0
"D03","OSBS","900","000","2018-11-27",2.14,0
"D03","OSBS","900","000","2018-11-28",2.98,0
"D03","OSBS","900","000","2018-11-29",2.22,0
"D03","OSBS","900","000","2018-11-30",2.31,0
"D03","OSBS","900","000","2018-12-01",14.81,0
"D03","OSBS","900","000","2018-12-02",4.55,0
"D03","OSBS","900","000","2018-12-04",2.19,0
"D03","OSBS","900","000","2018-12-05",2.74,0
"D03","OSBS","900","000","2018-12-06",2.82,0
"D03","OSBS","900","000","2018-12-07",2.68,0
"D03","OSBS","900","000","2018-12-08",1.81,0
"D03","OSBS","900","000","2018-12-09",15.79,0
"D03","OSBS","900","000","2018-12-10",1.11,0
"D03","OSBS","900","000","2018-12-11",1.63,0
"D03","OSBS","900","000","2018-12-12",3.25,0
"D03","OSBS","900","000","2018-12-13",1.79,0
"D03","OSBS","900","000","2018-12-14",60.18,0
"D03","OSBS","900","000","2018-12-15",23.44,0
"D03","OSBS","900","000","2018-12-16",1.75,0
"D03","OSBS","900","000","2018-12-17",2.1,0
"D03","OSBS","900","000","2018-12-18",2.04,0
"D03","OSBS","900","000","2018-12-19",1.23,0
"D03","OSBS","900","000","2018-12-20",49.17,0
"D03","OSBS","900","000","2018-12-21",1.72,0
"D03","OSBS","900","000","2018-12-22",0.96,0
"D03","OSBS","900","000","2018-12-23",0.86,0
"D03","OSBS","900","000","2018-12-24",0.95,0
"D03","OSBS","900","000","2018-12-25",0.91,0
"D03","OSBS","900","000","2018-12-26",0.63,0
"D03","OSBS","900","000","2018-12-27",0.86,0
"D03","OSBS","900","000","2018-12-28",1.92,0
"D03","OSBS","900","000","2018-12-29",17.41,0
"D03","OSBS","900","000","2018-12-30",0.66,0
"D03","OSBS","900","000","2018-12-31",0.76,0
"D03","OSBS","900","000","2019-01-01",1.12,0
"D03","OSBS","900","000","2019-01-02",0.99,0
"D03","OSBS","900","000","2019-01-03",1.35,0
"D03","OSBS","900","000","2019-01-04",7.67,0
"D03","OSBS","900","000","2019-01-05",1.11,0
"D03","OSBS","900","000","2019-01-06",0.99,0
"D03","OSBS","900","000","2019-01-07",1.71,0
"D03","OSBS","900","000","2019-01-08",1.62,0
"D03","OSBS","900","000","2019-01-09",0.76,0
"D03","OSBS","900","000","2019-01-10",1.19,0
"D03","OSBS","900","000","2019-01-11",1.17,0
"D03","OSBS","900","000","2019-01-12",2.02,0
"D03","OSBS","900","000","2019-01-13",3.13,0
"D03","OSBS","900","000","2019-01-14",0.74,0
"D03","OSBS","900","000","2019-01-15",0.74,0
"D03","OSBS","900","000","2019-01-16",1.31,0
"D03","OSBS","900","000","2019-01-17",1.64,0
"D03","OSBS","900","000","2019-01-18",1.48,0
"D03","OSBS","900","000","2019-01-19",1.48,0
"D03","OSBS","900","000","2019-01-20",13.27,0
"D03","OSBS","900","000","2019-01-21",1.91,0
"D03","OSBS","900","000","2019-01-22",2.17,0
"D03","OSBS","900","000","2019-01-23",1.84,0
"D03","OSBS","900","000","2019-01-24",24.64,0
"D03","OSBS","900","000","2019-01-25",1.82,0
"D03","OSBS","900","000","2019-01-26",1.4,0
"D03","OSBS","900","000","2019-01-27",29.82,0
"D03","OSBS","900","000","2019-01-28",17.07,0
"D03","OSBS","900","000","2019-01-29",1.73,0
"D03","OSBS","900","000","2019-01-31",2.19,0
"D03","OSBS","900","000","2019-02-01",1.12,0
"D03","OSBS","900","000","2019-02-02",1.61,0
"D03","OSBS","900","000","2019-02-03",13.12,0
"D03","OSBS","900","000","2019-02-04",1.2,0
"D03","OSBS","900","000","2019-02-05",1.89,0
"D03","OSBS","900","000","2019-02-06",1.6,0
"D03","OSBS","900","000","2019-02-07",2.48,0
"D03","OSBS","900","000","2019-02-08",1.19,0
"D03","OSBS","900","000","2019-02-09",1.53,0
"D03","OSBS","900","000","2019-02-10",0.87,0
"D03","OSBS","900","000","2019-02-11",3.68,0
"D03","OSBS","900","000","2019-02-12",1.3,0
"D03","OSBS","900","000","2019-02-13",4.06,0
"D03","OSBS","900","000","2019-02-14",2.65,0
"D03","OSBS","900","000","2019-02-15",1.75,0
"D03","OSBS","900","000","2019-02-16",1.73,0
"D03","OSBS","900","000","2019-02-17",2.08,0
"D03","OSBS","900","000","2019-02-18",2.56,0
"D03","OSBS","900","000","2019-02-19",1.02,0
"D03","OSBS","900","000","2019-02-20",2.25,0
"D03","OSBS","900","000","2019-02-21",1.84,0
"D03","OSBS","900","000","2019-02-22",1.83,0
"D03","OSBS","900","000","2019-02-23",1.48,0
"D03","OSBS","900","000","2019-02-24",1.6,0
"D03","OSBS","900","000","2019-02-25",1.97,0
"D03","OSBS","900","000","2019-02-26",1.26,0
"D03","OSBS","900","000","2019-02-27",1.61,0
"D03","OSBS","900","000","2019-02-28",2.34,0
"D03","OSBS","900","000","2019-03-01",2.22,0
"D03","OSBS","900","000","2019-03-02",14.48,0
"D03","OSBS","900","000","2019-03-03",1.19,0
"D03","OSBS","900","000","2019-03-04",9.67,0
"D03","OSBS","900","000","2019-03-05",2.03,0
"D03","OSBS","900","000","2019-03-06",2.13,0
"D03","OSBS","900","000","2019-03-07",2.35,0
"D03","OSBS","900","000","2019-03-08",2.29,0
"D03","OSBS","900","000","2019-03-09",2.23,0
"D03","OSBS","900","000","2019-03-10",2.24,0
"D03","OSBS","900","000","2019-03-11",2.47,0
"D03","OSBS","900","000","2019-03-12",1.9,0
"D03","OSBS","900","000","2019-03-13",2.02,0
"D03","OSBS","900","000","2019-03-14",2.49,0
"D03","OSBS","900","000","2019-03-15",3.24,0
"D03","OSBS","900","000","2019-03-16",2.07,0
"D03","OSBS","900","000","2019-03-17",0.88,0
"D03","OSBS","900","000","2019-03-18",2.12,0
"D03","OSBS","900","000","2019-03-19",0.91,0
"D03","OSBS","900","000","2019-03-20",1.42,0
"D03","OSBS","900","000","2019-03-21",1.98,0
"D03","OSBS","900","000","2019-03-22",0,1
"D03","OSBS","900","000","2019-03-23",0,1
"D03","OSBS","900","000","2019-03-24",0,1
"D03","OSBS","900","000","2019-03-25",0,1
"D03","OSBS","900","000","2019-03-26",0,1
"D03","OSBS","900","000","2019-03-27",0,1
"D03","OSBS","900","000","2019-03-28",0,1
"D03","OSBS","900","000","2019-03-29",0,1
"D03","OSBS","900","000","2019-03-30",0,1
"D03","OSBS","900","000","2019-03-31",0,1
"D03","OSBS","900","000","2019-04-01",0.48,1
"D03","OSBS","900","000","2019-04-02",7.49,0
"D03","OSBS","900","000","2019-04-03",1.91,0
"D03","OSBS","900","000","2019-04-04",1.88,0
"D03","OSBS","900","000","2019-04-05",2.94,0
"D03","OSBS","900","000","2019-04-06",2.01,0
"D03","OSBS","900","000","2019-04-07",1.75,0
"D03","OSBS","900","000","2019-04-08",3.94,0
"D03","OSBS","900","000","2019-04-09",2.08,0
"D03","OSBS","900","000","2019-04-10",2.43,0
"D03","OSBS","900","000","2019-04-11",1.79,0
"D03","OSBS","900","000","2019-04-12",2.46,0
"D03","OSBS","900","000","2019-04-13",1.71,0
"D03","OSBS","900","000","2019-04-14",2.02,0
"D03","OSBS","900","000","2019-04-15",1.92,0
"D03","OSBS","900","000","2019-04-16",2.68,0
"D03","OSBS","900","000","2019-04-17",1.81,0
"D03","OSBS","900","000","2019-04-18",2.64,0
"D03","OSBS","900","000","2019-04-19",21.56,0
"D03","OSBS","900","000","2019-04-20",1.08,0
"D03","OSBS","900","000","2019-04-21",1.61,0
"D03","OSBS","900","000","2019-04-22",2.4,0
"D03","OSBS","900","000","2019-04-23",1.78,0
"D03","OSBS","900","000","2019-04-24",1.32,0
"D03","OSBS","900","000","2019-04-25",2.06,0
"D03","OSBS","900","000","2019-04-26",13.17,0
"D03","OSBS","900","000","2019-04-27",1.72,0
"D03","OSBS","900","000","2019-04-28",2.92,0
"D03","OSBS","900","000","2019-04-29",2.35,0
"D03","OSBS","900","000","2019-04-30",2.5,0
"D03","OSBS","900","000","2019-05-01",1.96,0
"D03","OSBS","900","000","2019-05-02",2.77,0
"D03","OSBS","900","000","2019-05-03",16.87,0
"D03","OSBS","900","000","2019-05-04",1.71,0
"D03","OSBS","900","000","2019-05-05",19.18,0
"D03","OSBS","900","000","2019-05-06",2.18,0
"D03","OSBS","900","000","2019-05-07",2.19,0
"D03","OSBS","900","000","2019-05-08",2.08,0
"D03","OSBS","900","000","2019-05-09",2.47,0
"D03","OSBS","900","000","2019-05-10",3.12,0
"D03","OSBS","900","000","2019-05-11",1.55,0
"D03","OSBS","900","000","2019-05-12",2.23,0
"D03","OSBS","900","000","2019-05-13",7.15,0
"D03","OSBS","900","000","2019-05-14",2.33,0
"D03","OSBS","900","000","2019-05-15",2.49,0
"D03","OSBS","900","000","2019-05-16",2.94,0
"D03","OSBS","900","000","2019-05-17",3.26,0
"D03","OSBS","900","000","2019-05-18",2.18,0
"D03","OSBS","900","000","2019-05-19",2.04,0
"D03","OSBS","900","000","2019-05-20",2.53,0
"D03","OSBS","900","000","2019-05-22",2.45,0
"D03","OSBS","900","000","2019-05-23",2.48,0
"D03","OSBS","900","000","2019-05-24",2.21,0
"D03","OSBS","900","000","2019-05-25",2.54,0
"D03","OSBS","900","000","2019-05-26",2.18,0
"D03","OSBS","900","000","2019-05-27",2.44,0
"D03","OSBS","900","000","2019-05-28",7.16,0
"D03","OSBS","900","000","2019-05-29",3.11,0
"D03","OSBS","900","000","2019-05-30",3.08,0
"D03","OSBS","900","000","2019-05-31",3.53,0
"D03","OSBS","900","000","2019-06-01",1.68,0
"D03","OSBS","900","000","2019-06-02",2.29,0
"D03","OSBS","900","000","2019-06-03",2.63,0
"D03","OSBS","900","000","2019-06-04",8.76,0
"D03","OSBS","900","000","2019-06-05",3.31,0
"D03","OSBS","900","000","2019-06-06",1.8,0
"D03","OSBS","900","000","2019-06-07",5.21,0
"D03","OSBS","900","000","2019-06-08",9.2,0
"D03","OSBS","900","000","2019-06-09",7.85,0
"D03","OSBS","900","000","2019-06-10",2.28,0
"D03","OSBS","900","000","2019-06-11",7.7,0
"D03","OSBS","900","000","2019-06-12",22.12,0
"D03","OSBS","900","000","2019-06-13",13.72,0
"D03","OSBS","900","000","2019-06-14",1.92,0
"D03","OSBS","900","000","2019-06-15",2.25,0
"D03","OSBS","900","000","2019-06-16",2.99,0
"D03","OSBS","900","000","2019-06-17",2.19,0
"D03","OSBS","900","000","2019-06-18",3.81,0
"D03","OSBS","900","000","2019-06-19",18.07,0
"D03","OSBS","900","000","2019-06-20",1.22,1
"D03","OSBS","900","000","2019-06-21",0.37,0
"D03","OSBS","900","000","2019-06-22",0.51,0
"D03","OSBS","900","000","2019-06-23",0.54,0
"D03","OSBS","900","000","2019-06-24",0.57,0
"D03","OSBS","900","000","2019-06-25",0.48,0
"D03","OSBS","900","000","2019-06-26",0.82,0
"D03","OSBS","900","000","2019-06-27",0.69,0
