date,wssPrecipTotal,precipQF
"2018-04-01",1.260,0
"2018-04-02",1.530,0
"2018-04-03",1.700,0
"2018-04-04",6.190,0
"2018-04-05",2.340,0
"2018-04-06",1.540,0
"2018-04-07",3.850,0
"2018-04-08",0.800,0
"2018-04-09",91.450,0
"2018-04-10",39.870,0
"2018-04-11",2.120,0
"2018-04-12",2.130,0
"2018-04-13",2.570,0
"2018-04-14",1.870,0
"2018-04-15",15.470,0
"2018-04-16",1.880,0
"2018-04-17",2.010,0
"2018-04-18",1.990,0
"2018-04-19",1.790,0
"2018-04-20",0.980,0
"2018-04-21",1.410,0
"2018-04-22",1.360,0
"2018-04-23",20.690,0
"2018-04-24",1.480,0
"2018-04-25",1.600,0
"2018-04-26",1.600,0
"2018-04-27",1.620,0
"2018-04-28",1.520,0
"2018-04-29",1.320,0
"2018-04-30",2.030,0
