date,wssTempTripleMean,wssTempTripleMinimum,wssTempTripleMaximum,wssTempTripleVariance,wssTempTripleStdErMean,wssTempTripleNumPts,tempTripleQF
"2018-07-01",26.4677,26.0506,26.9603,0.0649,0.0075,1168.0,1
"2018-07-02",28.9711,26.8560,30.1341,0.4582,0.0043,25140.0,1
"2018-07-03",25.4313,20.9390,30.4425,9.4984,0.0105,86400.0,0
"2018-07-04",26.0049,21.5161,29.7910,5.7969,0.0082,86400.0,0
"2018-07-05",25.1081,21.5487,28.9141,5.2211,0.0078,86400.0,0
"2018-07-06",23.2258,19.5123,26.3039,1.4711,0.0041,86400.0,0
"2018-07-07",16.3992,9.4655,22.1880,13.6762,0.0126,86400.0,0
"2018-07-08",20.0997,13.8088,25.1178,12.0166,0.0118,86400.0,0
"2018-07-09",21.1418,14.9100,27.6800,19.0965,0.0149,86400.0,0
"2018-07-10",22.4981,15.8198,28.2466,15.6858,0.0141,79198.0,0
"2018-07-11",20.9104,17.7811,23.8003,2.6277,0.0055,86400.0,0
"2018-07-12",19.4672,14.7223,23.6698,6.9984,0.0090,86400.0,0
"2018-07-13",20.6100,15.3597,26.5297,11.9642,0.0118,86400.0,0
"2018-07-14",18.8807,14.0364,23.6731,10.6753,0.0111,86400.0,0
"2018-07-15",22.3529,18.7260,27.8841,9.5405,0.0105,86400.0,0
"2018-07-16",24.1381,18.8276,28.9345,10.4459,0.0110,86400.0,0
"2018-07-17",21.6865,19.0321,26.4017,4.1586,0.0069,86400.0,0
"2018-07-18",19.5641,16.7992,22.3019,2.0705,0.0049,86400.0,0
"2018-07-19",18.4699,12.3639,23.3976,9.1955,0.0104,85823.0,0
"2018-07-20",20.8083,14.9995,25.3543,10.9904,0.0113,86400.0,0
"2018-07-21",18.3267,13.6217,22.6930,7.1204,0.0091,86400.0,0
"2018-07-22",18.4153,15.1829,23.9279,9.9428,0.0107,86400.0,0
"2018-07-23",22.2629,20.1629,25.3067,1.9186,0.0047,86400.0,0
"2018-07-24",22.2696,20.8463,25.5302,1.6284,0.0043,86400.0,0
"2018-07-25",21.9449,20.5463,24.8320,1.5413,0.0042,86400.0,0
"2018-07-26",21.2284,19.9701,23.8973,1.3877,0.0041,81937.0,0
"2018-07-27",22.6218,19.7531,27.2979,6.8004,0.0089,86400.0,0
"2018-07-28",21.1009,17.6502,25.9480,8.1969,0.0097,86400.0,0
"2018-07-29",20.2277,16.3962,23.5969,4.0516,0.0068,86400.0,0
"2018-07-30",19.8820,15.1413,23.5290,4.3345,0.0074,78535.0,0
"2018-07-31",21.0417,16.8807,25.3026,8.3126,0.0098,86400.0,0
