date,wssPrecipTotal,precipQF
"2019-09-01",7.210,0
"2019-09-02",1.440,0
"2019-09-03",3.250,0
"2019-09-04",22.390,0
"2019-09-05",0.940,0
"2019-09-06",1.040,0
"2019-09-07",1.300,0
"2019-09-08",1.000,0
"2019-09-09",1.220,0
"2019-09-10",1.120,0
"2019-09-11",0.840,0
"2019-09-12",0.830,0
"2019-09-13",0.770,0
"2019-09-14",0.720,0
"2019-09-15",3.560,0
"2019-09-16",0.970,0
"2019-09-17",1.400,0
"2019-09-18",0.970,0
"2019-09-19",1.160,0
"2019-09-20",1.870,0
"2019-09-21",1.040,0
"2019-09-22",0.840,0
"2019-09-23",1.130,0
"2019-09-24",1.360,0
"2019-09-25",1.140,0
"2019-09-26",1.330,0
"2019-09-27",0.770,0
"2019-09-28",1.150,0
"2019-09-29",0.820,0
"2019-09-30",0.560,0
