date,wssTempTripleMean,wssTempTripleMinimum,wssTempTripleMaximum,wssTempTripleVariance,wssTempTripleStdErMean,wssTempTripleNumPts,tempTripleQF
"2018-11-01",10.8172,8.6369,11.4988,0.2705,0.0018,86400.0,0
"2018-11-02",13.9275,8.3358,17.3725,11.8530,0.0117,86400.0,0
"2018-11-03",10.7146,4.9600,17.0946,11.6988,0.0117,84815.0,0
"2018-11-04",4.3723,0.4903,8.2396,3.9399,0.0068,85162.0,0
"2018-11-05",2.9652,0.5277,5.3082,2.3297,0.0052,86400.0,0
"2018-11-06",6.9110,4.8067,11.1239,2.4761,0.0054,86395.0,0
"2018-11-07",10.4680,7.4061,12.9020,1.5899,0.0043,86400.0,0
"2018-11-08",5.5017,2.0406,10.5223,4.5441,0.0073,86400.0,0
"2018-11-09",3.2660,0.8574,5.0172,1.2039,0.0037,86400.0,0
"2018-11-10",3.0975,-1.1960,5.7877,3.5674,0.0064,86400.0,0
"2018-11-11",-0.4867,-2.7796,2.5409,2.1536,0.0050,86400.0,0
"2018-11-12",0.5623,-3.1796,5.1785,7.9765,0.0096,86191.0,0
"2018-11-13",3.1755,1.7155,5.8994,1.0211,0.0035,82016.0,0
"2018-11-14",-2.3719,-5.4124,2.1413,3.9415,0.0068,86400.0,0
"2018-11-15",-6.7038,-9.3404,-3.5679,4.0924,0.0069,86400.0,0
"2018-11-16",-2.2632,-6.3748,0.6599,3.6548,0.0065,85196.0,0
"2018-11-17",2.1350,0.3372,4.0780,1.0392,0.0035,86279.0,0
"2018-11-18",-0.1299,-1.7490,2.3086,0.9356,0.0033,86400.0,0
"2018-11-19",-0.2240,-2.1745,1.6847,1.5074,0.0042,83785.0,0
"2018-11-20",-0.2038,-0.7476,0.9964,0.1181,0.0012,86400.0,0
"2018-11-21",-2.1505,-4.7626,0.9934,2.2774,0.0051,86400.0,0
"2018-11-22",-12.0597,-15.8177,-4.7170,6.7663,0.0088,86400.0,0
"2018-11-23",-11.1576,-15.8409,-4.5598,16.0876,0.0136,86400.0,0
"2018-11-24",-2.9982,-6.6477,1.6148,10.7204,0.0111,86400.0,0
"2018-11-25",2.8856,1.4408,4.3875,0.7063,0.0029,86400.0,0
"2018-11-26",2.9484,1.4765,4.6721,0.7576,0.0030,86400.0,0
"2018-11-27",0.5151,-0.6480,2.5147,0.5394,0.0025,86190.0,0
"2018-11-28",-0.1410,-1.1451,1.4459,0.4462,0.0023,86400.0,0
"2018-11-29",0.7916,-0.5771,2.7577,0.8146,0.0031,86400.0,0
"2018-11-30",-0.8252,-1.9255,0.7058,0.3139,0.0019,86400.0,0
