date,wssPrecipTotal,precipQF
"2019-06-01",1.260,0
"2019-06-02",4.610,0
"2019-06-03",6.230,1
"2019-06-04",1.300,1
"2019-06-05",1.080,0
"2019-06-06",12.800,0
"2019-06-07",0.960,0
"2019-06-08",0.650,0
"2019-06-09",1.230,0
"2019-06-10",1.220,0
"2019-06-11",7.720,0
"2019-06-12",0.970,0
"2019-06-13",5.400,0
"2019-06-14",0.990,0
"2019-06-15",0.770,0
"2019-06-16",10.140,0
"2019-06-17",1.440,0
"2019-06-18",1.110,0
"2019-06-19",1.110,0
"2019-06-20",3.330,0
"2019-06-21",1.520,0
"2019-06-22",0.970,0
"2019-06-23",1.000,0
"2019-06-24",0.770,0
"2019-06-25",12.760,0
"2019-06-26",0.950,0
"2019-06-27",2.560,0
"2019-06-28",1.190,0
"2019-06-29",4.350,0
"2019-06-30",1.740,1
