date,wssPrecipTotal,precipQF
"2019-02-01",1.130,0
"2019-02-02",1.620,0
"2019-02-03",13.120,0
"2019-02-04",1.240,0
"2019-02-05",1.960,0
"2019-02-06",1.640,0
"2019-02-07",2.510,0
"2019-02-08",1.240,0
"2019-02-09",1.540,0
"2019-02-10",0.860,0
"2019-02-11",3.750,0
"2019-02-12",1.360,0
"2019-02-13",4.050,0
"2019-02-14",2.620,0
"2019-02-15",1.730,0
"2019-02-16",1.680,0
"2019-02-17",2.110,0
"2019-02-18",2.610,0
"2019-02-19",1.070,0
"2019-02-20",2.260,0
"2019-02-21",1.910,0
"2019-02-22",1.920,0
"2019-02-23",1.550,0
"2019-02-24",4.170,0
"2019-02-25",2.010,0
"2019-02-26",1.270,0
"2019-02-27",1.760,0
"2019-02-28",2.360,0
