date,wssTempTripleMean,wssTempTripleMinimum,wssTempTripleMaximum,wssTempTripleVariance,wssTempTripleStdErMean,wssTempTripleNumPts,tempTripleQF
"2018-12-01",2.7044,1.8981,4.7135,0.5132,0.0024,86400.0,0
"2018-12-02",6.3322,1.9265,15.3408,13.9657,0.0127,86400.0,0
"2018-12-03",11.6699,7.2049,16.9623,6.7553,0.0088,86400.0,0
"2018-12-04",2.8305,0.6201,7.4571,4.1719,0.0069,86400.0,0
"2018-12-05",-1.3350,-3.0838,0.6334,0.7303,0.0029,86400.0,0
"2018-12-06",0.0908,-1.3804,3.1311,2.2023,0.0050,86394.0,0
"2018-12-07",1.3777,-1.7124,4.3779,3.3395,0.0062,86400.0,0
"2018-12-08",-2.1389,-3.9798,-0.2263,0.8219,0.0031,86400.0,0
"2018-12-09",-3.7121,-5.0021,-1.6676,0.5030,0.0024,86400.0,0
"2018-12-10",-2.7445,-4.9791,0.7829,2.5902,0.0055,86400.0,0
"2018-12-11",-0.4232,-4.2750,6.1738,11.4992,0.0115,86400.0,0
"2018-12-12",2.6541,1.3627,4.3338,0.4027,0.0022,86400.0,0
"2018-12-14",3.4731,0.6230,6.2578,1.1383,0.0036,86400.0,0
"2018-12-15",3.6114,1.5318,7.4415,2.8325,0.0057,86400.0,0
"2018-12-16",4.6872,2.7492,7.2975,2.4900,0.0054,86400.0,0
"2018-12-17",6.5919,2.9795,11.5972,4.9016,0.0075,86400.0,0
"2018-12-18",2.5300,-0.1796,5.6733,3.0916,0.0062,81434.0,0
"2018-12-19",3.1539,0.4390,6.9792,3.7649,0.0066,86400.0,0
"2018-12-20",3.9219,1.0016,6.3700,1.8102,0.0046,86400.0,0
"2018-12-21",10.7030,1.2479,15.5684,20.0225,0.0152,86399.0,0
"2018-12-22",5.7660,3.8584,12.9557,3.2021,0.0061,86400.0,0
"2018-12-23",3.0534,1.0783,5.1572,1.0829,0.0035,86400.0,0
"2018-12-24",2.7275,1.2530,5.3848,0.9458,0.0033,86400.0,0
"2018-12-25",0.3391,-1.5178,3.4349,1.9405,0.0047,86400.0,0
"2018-12-26",2.3637,-0.9898,7.2450,6.6027,0.0087,86400.0,0
"2018-12-27",4.2760,0.8463,6.5003,1.3762,0.0040,86400.0,0
"2018-12-28",7.1628,2.8390,15.8336,17.1060,0.0141,86400.0,0
"2018-12-30",2.3051,-0.1868,5.7219,3.4597,0.0063,86400.0,0
"2018-12-31",4.1241,1.8119,6.1043,0.8909,0.0032,86400.0,0
