date,wssStaPresMean,wssStaPresMinimum,wssStaPresMaximum,wssStaPresVariance,wssStaPresStdErMean,wssStaPresNumPts,staPresQF,wssCorPres,corPresQF
"2019-04-01",97.15273,96.39471,98.10494,0.25526,0.00544,8640.0,0,101.52258,0
"2019-04-02",98.41609,98.05493,98.67502,0.03076,0.00189,8640.0,0,102.84508,0
"2019-04-03",97.23312,96.63474,98.10494,0.20268,0.00484,8640.0,0,101.53140,0
"2019-04-04",97.98739,97.24482,98.45499,0.09178,0.00326,8640.0,0,102.35563,0
"2019-04-05",98.68463,98.39498,98.94505,0.02597,0.00173,8640.0,0,103.12695,0
"2019-04-06",97.94941,97.70488,98.39498,0.03567,0.00203,8640.0,0,102.28813,0
"2019-04-07",98.01042,97.67488,98.21496,0.02536,0.00171,8640.0,0,102.28929,0
"2019-04-08",97.23707,96.61473,97.80490,0.16739,0.00455,8103.0,0,101.52772,0
"2019-04-09",96.41839,95.90464,96.68474,0.05340,0.00249,8640.0,0,100.74573,0
"2019-04-10",96.50456,96.08466,97.21482,0.10957,0.00356,8640.0,0,100.82800,0
"2019-04-11",97.79197,97.21482,98.14495,0.06431,0.00273,8640.0,0,102.16999,0
"2019-04-12",98.20075,97.80490,98.37497,0.02085,0.00155,8640.0,0,102.54937,0
"2019-04-13",97.51507,97.20482,97.85491,0.03183,0.00192,8640.0,0,101.66457,0
"2019-04-14",97.14040,96.44471,97.38484,0.08240,0.00309,8640.0,0,101.29289,0
"2019-04-15",95.44256,94.82449,96.44471,0.20767,0.00490,8640.0,0,99.53834,0
"2019-04-16",96.67692,95.57459,97.10480,0.20771,0.00643,5031.0,1,100.89987,1
"2019-04-17",97.64974,97.09480,97.87491,0.04096,0.00218,8640.0,0,101.94187,0
"2019-04-18",97.87491,97.18481,98.13494,0.05727,0.00257,8640.0,0,102.19343,0
"2019-04-19",96.80146,96.57473,97.20482,0.02449,0.00168,8640.0,0,100.90992,0
"2019-04-20",96.78463,96.48472,97.06480,0.02238,0.00161,8640.0,0,100.84800,0
"2019-04-21",97.35228,96.95478,97.69488,0.02968,0.00185,8640.0,0,101.49945,0
"2019-04-22",97.64313,97.43484,97.79489,0.01471,0.00130,8640.0,0,101.83559,0
"2019-04-23",97.16165,96.78476,97.44485,0.03465,0.00200,8640.0,0,101.32251,0
"2019-04-24",96.51995,96.27469,96.85477,0.02784,0.00180,8640.0,0,100.68566,0
"2019-04-25",97.06842,96.85477,97.23482,0.00739,0.00092,8640.0,0,101.30038,0
"2019-04-26",96.74159,95.92464,97.18481,0.15113,0.00418,8640.0,0,100.97123,0
"2019-04-27",95.47912,94.83449,96.28469,0.13705,0.00398,8640.0,0,99.70297,0
"2019-04-28",97.05384,96.29469,97.60487,0.10788,0.00353,8640.0,0,101.34614,0
"2019-04-29",98.24905,97.60487,98.59500,0.06813,0.00281,8640.0,0,102.57841,0
"2019-04-30",98.12329,97.92491,98.45499,0.02081,0.00155,8640.0,0,102.44095,0
