date,wssPrecipTotal,precipQF
"2019-01-01",1.120,0
"2019-01-02",0.990,0
"2019-01-03",1.350,0
"2019-01-04",7.670,0
"2019-01-05",1.110,0
"2019-01-06",0.990,0
"2019-01-07",1.710,0
"2019-01-08",1.620,0
"2019-01-09",0.760,0
"2019-01-10",1.190,0
"2019-01-11",1.170,0
"2019-01-12",2.020,0
"2019-01-13",3.130,0
"2019-01-14",0.740,0
"2019-01-15",0.740,0
"2019-01-16",1.190,0
"2019-01-17",1.590,0
"2019-01-18",1.480,0
"2019-01-19",1.450,0
"2019-01-20",25.850,0
"2019-01-21",1.890,0
"2019-01-22",2.120,0
"2019-01-23",1.840,0
"2019-01-24",24.690,0
"2019-01-25",1.770,0
"2019-01-26",1.410,0
"2019-01-27",29.630,0
"2019-01-28",16.930,0
"2019-01-29",1.720,0
"2019-01-31",2.110,0
