date,wssTempTripleMean,wssTempTripleMinimum,wssTempTripleMaximum,wssTempTripleVariance,wssTempTripleStdErMean,wssTempTripleNumPts,tempTripleQF
"2018-04-01",4.6261,0.6927,7.6757,1.9090,0.0047,86400.0,0
"2018-04-02",-1.2159,-4.2576,2.9350,3.7799,0.0067,85140.0,0
"2018-04-03",0.4490,-2.0704,4.3632,2.5226,0.0054,86400.0,0
"2018-04-04",3.3049,0.1682,8.1856,7.1381,0.0091,86399.0,0
"2018-04-05",-0.5868,-5.4436,4.8747,5.1934,0.0098,53970.0,1
"2018-04-06",-0.9069,-3.0230,2.3938,1.9359,0.0066,45120.0,1
"2018-04-07",-0.0762,-2.5724,2.2949,1.7243,0.0045,86400.0,0
"2018-04-08",-2.0499,-5.2825,2.5339,4.1661,0.0069,86400.0,0
"2018-04-09",-2.2422,-5.7185,3.3691,8.5448,0.0101,83160.0,0
"2018-04-10",-0.1464,-2.0169,2.1219,1.3793,0.0040,86400.0,0
"2018-04-11",1.6731,-2.9321,6.8533,8.0701,0.0097,86400.0,0
"2018-04-12",4.8461,0.3067,10.3451,9.6721,0.0106,86400.0,0
"2018-04-13",10.6501,4.7562,17.6648,18.9126,0.0148,86400.0,0
"2018-04-14",9.3258,1.2982,16.2813,10.9102,0.0112,86400.0,0
"2018-04-15",-2.2247,-3.8100,1.3015,2.0636,0.0049,86400.0,0
"2018-04-16",-0.3978,-3.9280,4.7581,6.3537,0.0088,82290.0,0
"2018-04-17",3.3450,0.4955,6.6931,3.9549,0.0068,86400.0,0
"2018-04-18",1.6393,-1.5127,5.9088,5.8520,0.0083,85530.0,0
"2018-04-19",1.7685,-0.4307,3.7631,1.2659,0.0038,86400.0,0
"2018-04-20",1.4921,-1.5005,7.0846,7.3505,0.0092,86400.0,0
"2018-04-21",4.5887,-0.5274,11.5634,17.4214,0.0142,86400.0,0
"2018-04-22",7.5175,2.2788,13.4910,9.9966,0.0108,86400.0,0
"2018-04-23",10.2639,5.0302,17.3701,15.0413,0.0138,79139.0,0
"2018-04-24",10.5241,4.4267,17.6146,16.2487,0.0137,86400.0,0
"2018-04-25",9.8240,6.8388,12.6644,2.8519,0.0057,86400.0,0
"2018-04-26",11.1948,8.4366,13.8270,0.9895,0.0034,86400.0,0
"2018-04-27",8.5765,5.3133,13.1064,4.0330,0.0068,86400.0,0
"2018-04-28",11.1469,7.4397,18.7029,15.6778,0.0135,86400.0,0
"2018-04-29",7.9711,3.7821,16.3188,9.1367,0.0103,86400.0,0
"2018-04-30",3.1096,0.7166,6.6237,3.2155,0.0061,86400.0,0
