date,wssTempTripleMean,wssTempTripleMinimum,wssTempTripleMaximum,wssTempTripleVariance,wssTempTripleStdErMean,wssTempTripleNumPts,tempTripleQF
"2018-06-01",19.5026,17.4981,23.7261,3.1594,0.0061,86309.0,0
"2018-06-02",22.0965,19.2647,25.4703,3.1883,0.0061,86400.0,0
"2018-06-03",14.8213,10.2263,21.9637,7.7732,0.0095,86400.0,0
"2018-06-04",7.9985,5.8974,10.2781,2.0352,0.0049,86400.0,0
"2018-06-05",10.5446,7.3565,14.6545,5.9477,0.0083,86400.0,0
"2018-06-06",12.4153,8.0029,17.0383,7.9522,0.0096,86400.0,0
"2018-06-07",14.0806,10.4619,18.1449,6.8011,0.0090,84050.0,0
"2018-06-08",16.2255,10.4468,22.8856,19.0383,0.0148,86400.0,0
"2018-06-09",19.0147,13.7246,22.7543,5.9882,0.0083,86400.0,0
"2018-06-10",17.6899,14.0558,21.7285,3.6689,0.0065,86400.0,0
"2018-06-11",14.8933,10.1714,20.0832,7.4549,0.0093,86400.0,0
"2018-06-12",15.3110,9.3911,22.5380,21.3038,0.0157,86400.0,0
"2018-06-13",15.5053,10.6661,18.9353,6.3545,0.0086,86400.0,0
"2018-06-14",17.8717,15.5514,21.5806,2.0168,0.0048,86400.0,0
"2018-06-15",14.1782,12.0935,17.6839,2.1592,0.0050,86304.0,0
"2018-06-16",18.3627,12.9308,24.6927,16.6634,0.0139,86400.0,0
"2018-06-17",22.1727,16.3007,27.0635,11.0543,0.0113,86400.0,0
"2018-06-18",22.2671,17.8857,29.4121,12.1220,0.0123,80463.0,0
"2018-06-19",20.6653,18.4405,23.1045,1.2004,0.0038,84958.0,0
"2018-06-20",19.7801,17.5896,21.4894,0.8981,0.0046,41991.0,1
"2018-06-21",19.6912,14.5747,24.1598,7.8727,0.0095,86400.0,0
"2018-06-22",17.5276,12.1047,22.4196,10.9360,0.0113,86400.0,0
"2018-06-23",13.4504,10.9531,19.1059,2.2450,0.0051,86400.0,0
"2018-06-24",15.3207,11.4602,22.6277,14.1272,0.0128,86400.0,0
"2018-06-25",17.3953,14.6757,20.3327,2.6524,0.0055,86400.0,0
"2018-06-26",16.4679,10.8087,21.4496,10.5114,0.0110,86400.0,0
"2018-06-27",17.0206,13.7096,21.5847,4.7230,0.0074,86400.0,0
"2018-06-28",18.3919,14.3081,23.3196,5.6562,0.0081,86400.0,0
"2018-06-29",22.0355,17.9171,27.2677,11.0931,0.0113,86400.0,0
"2018-06-30",24.5275,19.5357,28.6299,7.5117,0.0093,86400.0,0
